dedupe	devocalize	split 1	split 2	split 3	split4	IsWord
אַפּטעװיץ 	אַפּטעװיץ 	אַפּטעװיץ				
אפילשאג	אפילשאג	אפילשאג				
אפנבאך	אפנבאך	אפנבאך				
אפסע	אפסע	אפסע				
אָפּסע	אָפּסע	אָפּסע				
אפע	אפע	אפע				
אפעהערטא	אפעהערטא	אפעהערטא				
אָפעהערטאָ	אָפעהערטאָ	אָפעהערטאָ				
אפעהערטוי	אפעהערטוי	אפעהערטוי				
אפעהרטויא	אפעהרטויא	אפעהרטויא				
אַפעיודע	אַפעיודע	אַפעיודע				
אפעלגענא	אפעלגענא	אפעלגענא				
אפעלין	אפעלין	אפעלין				
אפעלן	אפעלן	אפעלן				
אָפּעלן	אָפּעלן	אָפּעלן				
אָפּעלע 	אָפּעלע 	אָפּעלע				
אפען	אפען	אפען				
אפענבאך	אפענבאך	אפענבאך				
אָפענבאַך־מיין	אָפענבאַך־מיין	אָפענבאַך־מיין				
אָפענבאַך־פּפאַלץ	אָפענבאַך־פּפאַלץ	אָפענבאַך־פּפאַלץ				
אפערטא	אפערטא	אפערטא				
אפערטויא	אפערטויא	אפערטויא				
אפערטע	אפערטע	אפערטע				
אפעריוס	אפעריוס	אפעריוס				
אפעריס	אפעריס	אפעריס				
אפערערעס	אפערערעס	אפערערעס				
אפפעלן	אפפעלן	אפפעלן				
אפץ	אפץ	אפץ				
אפּץ	אפּץ	אפּץ				
אפּשא	אפּשא	אפּשא				
אפשיצא	אפשיצא	אפשיצא				
אפשיצה	אפשיצה	אפשיצה				
אפשע	אפשע	אפשע				
אַפּשע	אַפּשע	אַפּשע				
אָפּשע 	אָפּשע 	אָפּשע				
אצעלעס	אצעלעס	אצעלעס				
אָצעלעס 	אָצעלעס 	אָצעלעס				
אצענבורג	אצענבורג	אצענבורג				
אצענברוק	אצענברוק	אצענברוק				
אקאליס	אקאליס	אקאליס				
אַקאַלע 	אַקאַלע 	אַקאַלע				
אקאנאוו	אקאנאוו	אקאנאוו				
אקאסטא	אקאסטא	אקאסטא				
אָקאָסטאָ	אָקאָסטאָ	אָקאָסטאָ				
אָקאָריטע	אָקאָריטע	אָקאָריטע				
אָקאָש	אָקאָש	אָקאָש				
אקאשפאלא	אקאשפאלא	אקאשפאלא				
אָקאָשפאָלאָ	אָקאָשפאָלאָ	אָקאָשפאָלאָ				
אקאשפאלווא	אקאשפאלווא	אקאשפאלווא				
אָקאָשפאָלװאָ	אָקאָשפאָלװאָ	אָקאָשפאָלװאָ				
אקווי	אקווי	אקווי				
אקוניעוו	אקוניעוו	אקוניעוו				
אָקוניעװ	אָקוניעװ	אָקוניעװ				
אָקוניעװ 	אָקוניעװ 	אָקוניעװ				
אקופ	אקופ	אקופ				
אקוש, אקאש	אקוש, אקאש	אקוש,	אקאש			
אַקװי	אַקװי	אַקװי				
אקטעלעק	אקטעלעק	אקטעלעק				
אַקטעלעק	אַקטעלעק	אַקטעלעק				
אקייאר	אקייאר	אקייאר				
אקימאווקע	אקימאווקע	אקימאווקע				
אַקימאָװיד 	אַקימאָװיד 	אַקימאָװיד				
אַקימאָװקע	אַקימאָװקע	אַקימאָװקע				
אקינאוו	אקינאוו	אקינאוו				
אקירמאן	אקירמאן	אקירמאן				
אקלי	אקלי	אקלי				
אקליווע	אקליווע	אקליווע				
אקליװע	אקליװע	אקליװע				
אקלין	אקלין	אקלין				
אַקלינע	אַקלינע	אַקלינע				
אַקמיאַן 	אַקמיאַן 	אַקמיאַן				
אָקמיאַן 	אָקמיאַן 	אָקמיאַן				
אקמיג'יד	אקמיג'יד	אקמיג'יד				
אַקמיג'יד	אַקמיג'יד	אַקמיג'יד				
אקמעטשעט	אקמעטשעט	אקמעטשעט				
אַקמעטשעט	אַקמעטשעט	אַקמעטשעט				
אקמעיאן	אקמעיאן	אקמעיאן				
אַקמעיאַן	אַקמעיאַן	אַקמעיאַן				
אַקמעיאַן	אַקמעיאַן	אַקמעיאַן				
אקנא	אקנא	אקנא				
אקניצע	אקניצע	אקניצע				
אָקניצע 	אָקניצע 	אָקניצע				
אקנע	אקנע	אקנע				
אָקנע	אָקנע	אָקנע				
אָקנע 	אָקנע 	אָקנע				
אקנע שוגאטאג	אקנע שוגאטאג	אקנע	שוגאטאג			
אקנע שוגאַטאַג	אקנע שוגאַטאַג	אקנע	שוגאַטאַג			
אקספארד	אקספארד	אקספארד				
אָקספאָרד	אָקספאָרד	אָקספאָרד				
אַקעמאַן	אַקעמאַן	אַקעמאַן				
אקערמאן	אקערמאן	אקערמאן				
אַקערמאַן 	אַקערמאַן 	אַקערמאַן				
אקצין	אקצין	אקצין				
אר	אר	אר				
אראגון	אראגון	אראגון				
אראגמאן	אראגמאן	אראגמאן				
אראד	אראד	אראד				
אַראַד	אַראַד	אַראַד				
אַראָדלע	אַראָדלע	אַראָדלע				
אראדנא חומת אש	אראדנא חומת אש	אראדנא	חומת	אש		
אָראַדע־מאַרע	אָראַדע־מאַרע	אָראַדע־מאַרע				
אראדע מארע	אראדע מארע	אראדע	מארע			
אראהע	אראהע	אראהע				
אראוויצע	אראוויצע	אראוויצע				
אראווע	אראווע	אראווע				
אָראַװ	אָראַװ	אָראַװ				
אָראַװיצע	אָראַװיצע	אָראַװיצע				
אָראָטעװ 	אָראָטעװ 	אָראָטעװ				
אראל	אראל	אראל				
אראלזן	אראלזן	אראלזן				
אַראָלזן	אַראָלזן	אַראָלזן				
אראלזען	אראלזען	אראלזען				
אראמטשי	אראמטשי	אראמטשי				
אראמש	אראמש	אראמש				
אראן	אראן	אראן				
אַראַן	אַראַן	אַראַן				
אַראַן	אַראַן	אַראַן				
אַראַן 	אַראַן 	אַראַן				
אָראַן	אָראַן	אָראַן				
אראנטשיצע	אראנטשיצע	אראנטשיצע				
אָראַנטשיצע	אָראַנטשיצע	אָראַנטשיצע				
אראניאידקא	אראניאידקא	אראניאידקא				
אָראָניאידקאָ	אָראָניאידקאָ	אָראָניאידקאָ				
אָראָניאָש	אָראָניאָש	אָראָניאָש				
אראניאש געירעש	אראניאש געירעש	אראניאש	געירעש			
אראניאשמאראט	אראניאשמאראט	אראניאשמאראט				
אראניאשמעדיעש	אראניאשמעדיעש	אראניאשמעדיעש				
אראניאש מעדיעש	אראניאש מעדיעש	אראניאש	מעדיעש			
אראניאש-מעדיעש	אראניאש-מעדיעש	אראניאש-מעדיעש				
אָראָניאָשמעדיעש	אָראָניאָשמעדיעש	אָראָניאָשמעדיעש				
אָראָניאָשעדיערבעדי	אָראָניאָשעדיערבעדי	אָראָניאָשעדיערבעדי				
אראניאשריערעש	אראניאשריערעש	אראניאשריערעש				
אָראָניאָשריערעש	אָראָניאָשריערעש	אָראָניאָשריערעש				
אראניוש מעדיעש	אראניוש מעדיעש	אראניוש	מעדיעש			
אראניענבורג	אראניענבורג	אראניענבורג				
אָראַניענבורג	אָראַניענבורג	אָראַניענבורג				
אראנישמעדיעש	אראנישמעדיעש	אראנישמעדיעש				
אראנעש	אראנעש	אראנעש				
אראנציצע	אראנציצע	אראנציצע				
אראס	אראס	אראס				
אראס וועג	אראס וועג	אראס	וועג			
אָראָסװעג	אָראָסװעג	אָראָסװעג				
אראסי	אראסי	אראסי				
אָראָסי	אָראָסי	אָראָסי				
אראסי'	אראסי'	אראסי'				
אראסמעזע	אראסמעזע	אראסמעזע				
אָראָסמעזע	אָראָסמעזע	אָראָסמעזע				
אראספאלא	אראספאלא	אראספאלא				
אָראָספאָלאָ	אָראָספאָלאָ	אָראָספאָלאָ				
אַראָקחאַזאָ	אַראָקחאַזאָ	אַראָקחאַזאָ				
אראקטוה	אראקטוה	אראקטוה				
אראקטע	אראקטע	אראקטע				
אַראָקטע	אַראָקטע	אַראָקטע				
אראקסאלאש	אראקסאלאש	אראקסאלאש				
אַראָקסאַלאַש	אַראָקסאַלאַש	אַראָקסאַלאַש				
ארארא	ארארא	ארארא				
אראש	אראש	אראש				
אָראָש	אָראָש	אָראָש				
אראשהאזא	אראשהאזא	אראשהאזא				
אָראָשהאַזאָ	אָראָשהאַזאָ	אָראָשהאַזאָ				
אראשהעוויז	אראשהעוויז	אראשהעוויז				
אָראָשהעװיז	אָראָשהעװיז	אָראָשהעװיז				
אַראָשקע 	אַראָשקע 	אַראָשקע				
ארבא	ארבא	ארבא				
ארבאסא	ארבאסא	ארבאסא				
אָרביװקע 	אָרביװקע 	אָרביװקע				
אַרבערע 	אַרבערע 	אַרבערע				
ארג'יל	ארג'יל	ארג'יל				
ארגאז	ארגאז	ארגאז				
ארגאנטינא	ארגאנטינא	ארגאנטינא				
ארגאניע גערגעלי	ארגאניע גערגעלי	ארגאניע	גערגעלי			
ארגאשיש	ארגאשיש	ארגאשיש				
ארגיעוו	ארגיעוו	ארגיעוו				
ארגנטינא	ארגנטינא	ארגנטינא				
ארגנטינה	ארגנטינה	ארגנטינה				
ארגעיעוו	ארגעיעוו	ארגעיעוו				
ארגעיעון	ארגעיעון	ארגעיעון				
ארגענטינא	ארגענטינא	ארגענטינא				
ארדא	ארדא	ארדא				
ארדאן	ארדאן	ארדאן				
אַרדאַן	אַרדאַן	אַרדאַן				
ארדאנהאזא	ארדאנהאזא	ארדאנהאזא				
אַרדאַנהאַזאָ	אַרדאַנהאַזאָ	אַרדאַנהאַזאָ				
אַרדאַנעװ	אַרדאַנעװ	אַרדאַנעװ				
ארדאף	ארדאף	ארדאף				
ארדויא	ארדויא	ארדויא				
אָרדױ	אָרדױ	אָרדױ				
אָרדיאָװ	אָרדיאָװ	אָרדיאָװ				
ארדינאוויץ	ארדינאוויץ	ארדינאוויץ				
אַרדינאָװיץ	אַרדינאָװיץ	אַרדינאָװיץ				
ארדיף	ארדיף	ארדיף				
ארדע	ארדע	ארדע				
אַרדע	אַרדע	אַרדע				
"ארה""ב"	"ארה""ב"	"ארה""ב"				
אַרהױזן	אַרהױזן	אַרהױזן				
ארהע	ארהע	ארהע				
אָרהע	אָרהע	אָרהע				
ארווילא	ארווילא	ארווילא				
ארוילר	ארוילר	ארוילר				
ארוש	ארוש	ארוש				
אַרװאָנאָדיפאָלו	אַרװאָנאָדיפאָלו	אַרװאָנאָדיפאָלו				
ארזיכאוו	ארזיכאוו	ארזיכאוו				
ארזעכאוו	ארזעכאוו	ארזעכאוו				
אָרזעכאָװ	אָרזעכאָװ	אָרזעכאָװ				
אַרזענדאָװ	אַרזענדאָװ	אַרזענדאָװ				
ארזשאוויניץ	ארזשאוויניץ	ארזשאוויניץ				
ארזשאוויץ	ארזשאוויץ	ארזשאוויץ				
ארזשישטשעוו	ארזשישטשעוו	ארזשישטשעוו				
אָרזשישטשעװ	אָרזשישטשעװ	אָרזשישטשעװ				
אַרטישאַנקע 	אַרטישאַנקע 	אַרטישאַנקע				
אַרטעמאָװסק 	אַרטעמאָװסק 	אַרטעמאָװסק				
ארטפאלווא	ארטפאלווא	ארטפאלווא				
ארטפאָלװא	ארטפאָלװא	ארטפאָלװא				
ארטשיבאלד	ארטשיבאלד	ארטשיבאלד				
אריאווע	אריאווע	אריאווע				
אריאנה	אריאנה	אריאנה				
ארידעץ	ארידעץ	ארידעץ				
אריחאוו	אריחאוו	אריחאוו				
אריכאוו	אריכאוו	אריכאוו				
אָריניטש 	אָריניטש 	אָריניטש				
אריניען	אריניען	אריניען				
אָריניען 	אָריניען 	אָריניען				
ארינע	ארינע	ארינע				
אריסאה	אריסאה	אריסאה				
אריסטאפאל	אריסטאפאל	אריסטאפאל				
אריסקע	אריסקע	אריסקע				
אַריִעװ	אַריִעװ	אַריִעװ				
אָריץ 	אָריץ 	אָריץ				
אריקאן	אריקאן	אריקאן				
אריש	אריש	אריש				
ארישאר	ארישאר	ארישאר				
ארישען	ארישען	ארישען				
אַרישען	אַרישען	אַרישען				
אָרכעװ 	אָרכעװ 	אָרכעװ				
ארלא	ארלא	ארלא				
ארלאָ	ארלאָ	ארלאָ				
ארלאווע	ארלאווע	ארלאווע				
אָרלאָװסקע	אָרלאָװסקע	אָרלאָװסקע				
אַרלאָװע 	אַרלאָװע 	אַרלאָװע				
אָרלאָװע	אָרלאָװע	אָרלאָװע				
ארלאנדא	ארלאנדא	ארלאנדא				
ארלדי	ארלדי	ארלדי				
ארלוי	ארלוי	ארלוי				
ארלויא	ארלויא	ארלויא				
ארלי	ארלי	ארלי				
ארליא	ארליא	ארליא				
ארליאווא	ארליאווא	ארליאווא				
ארליב	ארליב	ארליב				
ארליוע	ארליוע	ארליוע				
ארליך	ארליך	ארליך				
ארליעווע	ארליעווע	ארליעווע				
אָרליעװע	אָרליעװע	אָרליעװע				
אַרליק	אַרליק	אַרליק				
ארלע	ארלע	ארלע				
אָרלע	אָרלע	אָרלע				
אָרלע 	אָרלע 	אָרלע				
ארלעך	ארלעך	ארלעך				
ארמיאנסק	ארמיאנסק	ארמיאנסק				
אַרמעניע	אַרמעניע	אַרמעניע				
ארמעניש	ארמעניש	ארמעניש				
אַרמעניש	אַרמעניש	אַרמעניש				
אַרמענסק	אַרמענסק	אַרמענסק				
ארם צובא	ארם צובא	ארם	צובא			
ארם צובה	ארם צובה	ארם	צובה			
אַרנאָ	אַרנאָ	אַרנאָ				
ארנהיים	ארנהיים	ארנהיים				
אַרנהיים	אַרנהיים	אַרנהיים				
ארנסוואלד	ארנסוואלד	ארנסוואלד				
ארנסוואלדע	ארנסוואלדע	ארנסוואלדע				
אַרנסװאַלדע	אַרנסװאַלדע	אַרנסװאַלדע				
ארנשטיין	ארנשטיין	ארנשטיין				
ארעא דישראל	ארעא דישראל	ארעא	דישראל			
אָרעדישטש	אָרעדישטש	אָרעדישטש				
ארעדניצע	ארעדניצע	ארעדניצע				
אָרעדניצע	אָרעדניצע	אָרעדניצע				
אָרעדענקע 	אָרעדענקע 	אָרעדענקע				
ארעחאוו	ארעחאוו	ארעחאוו				
ארעכאוו	ארעכאוו	ארעכאוו				
אָרעכאָװנע 	אָרעכאָװנע 	אָרעכאָװנע				
ארעל	ארעל	ארעל				
אַרעל 	אַרעל 	אַרעל				
ארענבורג	ארענבורג	ארענבורג				
ארפאשטיא	ארפאשטיא	ארפאשטיא				
אַרפּאַשטיאָ	אַרפּאַשטיאָ	אַרפּאַשטיאָ				
ארפורט	ארפורט	ארפורט				
ארצאטע	ארצאטע	ארצאטע				
ארץ הדמים	ארץ הדמים	ארץ	הדמים			
ארץ הקודש	ארץ הקודש	ארץ	הקודש			
ארצות הברית	ארצות הברית	ארצות	הברית			
ארציז	ארציז	ארציז				
אַרציז 	אַרציז 	אַרציז				
ארצי קינטפיטרין	ארצי קינטפיטרין	ארצי	קינטפיטרין			
ארץ לועז	ארץ לועז	ארץ	לועז			
ארץ ליטוא	ארץ ליטוא	ארץ	ליטוא			
