sent.no	1	s	_	_2	_3	_4	_5	_6	_7	_8	ratio
7956	8077	ניט	_	PART	_	_	_	_	_	_	0.75
7956	8078	שולדיג	_	_	_	_	_	_	_	_	0.75
7956	8079	געווען	_	X	_	_	_	_	_	_	0.75
7956	8080	,	_	PUNCT	_	_	_	_	_	_	0.75
7956	8081	איך	_	PRON	_	_	_	_	_	_	0.75
7956	8082	בּין	_	AUX	_	_	_	_	_	_	0.75
7956	8083	געווען	_	X	_	_	_	_	_	_	0.75
7956	8084	אַ	_	DET	_	_	_	_	_	_	0.75
7956	8085	פרייער	_	_	_	_	_	_	_	_	0.75
7956	8086	מענש	_	_	_	_	_	_	_	_	0.75
7956	8087	.	_	PUNCT	_	_	_	_	_	_	0.75
7973											0.67
7973	8089	איך	_	PRON	_	_	_	_	_	_	0.67
7973	8090	האָבּ	_	X	_	_	_	_	_	_	0.67
7973	8091	זיך	_	PRON	_	_	_	_	_	_	0.67
7973	8092	דערמאָנט	_	VERB	_	_	_	_	_	_	0.67
7973	8093	,	_	PUNCT	_	_	_	_	_	_	0.67
7973	8094	אַז	_	SCONJ	_		_	_	_	_	0.67
7973	8095	ווען	_	_	_	_	_	_	_	_	0.67
7973	8096	איך	_	PRON	_	_	_	_	_	_	0.67
7973	8097	בּין	_	AUX	_	_	_	_	_	_	0.67
7973	8098	געווען	_	X	_	_	_	_	_	_	0.67
7973	8099	בּאַ	_	_	_	_	_	_	_	_	0.67
7973	8100	דער	_	DET	_	_	_	_	_	_	0.67
7973	8101	שוועדישער	_	_	_	_	_	_	_	_	0.67
7973	8102	אַרמיי	_	_	_	_	_	_	_	_	0.67
7973	8103	,	_	PUNCT	_	_	_	_	_	_	0.67
7973	8104	האָבּ	_	X	_	_	_	_	_	_	0.67
7973	8105	איך	_	PRON	_	_	_	_	_	_	0.67
7973	8106	געהאַט	_	VERB	_	_	_	_	_	_	0.67
7973	8107	זעהר	_	_	_	_	_	_	_	_	0.67
7973	8108	אַ	_	DET	_	_	_	_	_	_	0.67
7973	8109	סך	_	ADV	_	_	_	_	_	_	0.67
7973	8110	אַרבּעט	_	_	_	_	_	_	_	_	0.67
7973	8111	בּאַ	_	_	_	_	_	_	_	_	0.67
7973	8112	די	_	DET	_	_	_	_	_	_	0.67
7973	8113	שוועדישע	_	_	_	_	_	_	_	_	0.67
7973	8114	אָפיצירן	_	_	_	_	_	_	_	_	0.67
7973	8115	.	_	PUNCT	_	_	_	_	_	_	0.67
8001											0.63
8001	8117	זיי	_	PRON	_	_	_	_	_	_	0.63
8001	8118	האָבּן	_	X	_	_	_	_	_	_	0.63
8001	8119	מיר	_	PRON	_	_	_	_	_	_	0.63
8001	8120	געראָטן	_	_	_	_	_	_	_	_	0.63
8001	8121	קומען	_	VERB	_	_	_	_	_	_	0.63
8001	8122	קיון	_	_	_	_	_	_	_	_	0.63
8001	8123	שוועדן	_	_	_	_	_	_	_	_	0.63
8001	8124	,	_	PUNCT	_	_	_	_	_	_	0.63
8001	8125	קיין	_	X	_	_	_	_	_	_	0.63
8001	8126	שטיינקריצער	_	_	_	_	_	_	_	_	0.63
8001	8127	איז	_	X	_		_	_	_	_	0.63
8001	8128	ניט	_	PART	_	_	_	_	_	_	0.63
8001	8129	פאַראַן	_	_	_	_	_	_	_	_	0.63
8001	8130	אין	_	ADP	_	_	_	_	_	_	0.63
8001	8131	דער	_	DET	_	_	_	_	_	_	0.63
8001	8132	גאַנצער	_	ADJ	_	_	_	_	_	_	0.63
8001	8133	שוועדישער	_	_	_	_	_	_	_	_	0.63
8001	8134	מרינה	_	_	_	_	_	_	_	_	0.63
8001	8135	.	_	PUNCT	_	_	_	_	_	_	0.63
8021											0.68
8021	8137	אין	_	ADP	_	_	_	_	_	_	0.68
8021	8138	גאַנץ	_	X	_	_	_	_	_	_	0.68
8021	8139	מעקלענבּורג	_	_	_	_	_	_	_	_	0.68
8021	8140	זיינען	_	_	_	_	_	_	_	_	0.68
8021	8141	די	_	DET	_	_	_	_	_	_	0.68
8021	8142	געשעפטן	_	_	_	_	_	_	_	_	0.68
8021	8143	געגאַנגען	_	VERB	_	_	_	_	_	_	0.68
8021	8144	שלעכט	_	ADJ	_	_	_	_	_	_	0.68
8021	8145	,	_	PUNCT	_	_	_	_	_	_	0.68
8021	8146	ס'איז	_	_	_	_	_	_	_	_	0.68
8021	8147	געווען	_	X	_	_	_	_	_	_	0.68
8021	8148	אַ	_	DET	_	_	_	_	_	_	0.68
8021	8149	מגפה	_	_	_	_	_	_	_	_	0.68
8021	8150	אויף	_	ADP	_	_	_	_	_	_	0.68
8021	8151	פיה	_	_	_	_	_	_	_	_	0.68
8021	8152	,	_	PUNCT	_	_	_	_	_	_	0.68
8021	8153	און	_	CCONJ	_	_	_	_	_	_	0.68
8021	8154	אַ	_	DET	_	_	_	_	_	_	0.68
8021	8155	סך	_	ADV	_	_	_	_	_	_	0.68
8021	8156	איז	_	X	_		_	_	_	_	0.68
8021	8157	אויסגעפּגרט	_	_	_	_	_	_	_	_	0.68
8021	8158	.	_	PUNCT	_	_	_	_	_	_	0.68
8044											0.58
8044	8160	ס'איז	_	_	_	_	_	_	_	_	0.58
8044	8161	ניט	_	PART	_	_	_	_	_	_	0.58
8044	8162	געווען	_	X	_	_	_	_	_	_	0.58
8044	8163	צו	_	ADP	_	_	_	_	_	_	0.58
8044	8164	קריגן	_	_	_	_	_	_	_	_	0.58
8044	8165	קיין	_	X	_	_	_	_	_	_	0.58
8044	8166	מילך	_	NOUN	_	_	_	_	_	_	0.58
8044	8167	;	_	PUNCT	_	_	_	_	_	_	0.58
8044	8168	אין	_	ADP	_	_	_	_	_	_	0.58
8044	8169	בּיוצאָוו	_	_	_	_	_	_	_	_	0.58
8044	8170	איז	_	X	_		_	_	_	_	0.58
8044	8171	געווען	_	X	_	_	_	_	_	_	0.58
8044	8172	פינף	_	_	_	_	_	_	_	_	0.58
8044	8173	הונדערט	_	NUM	_	_	_	_	_	_	0.58
8044	8174	קיה	_	_	_	_	_	_	_	_	0.58
8044	8175	,	_	PUNCT	_	_	_	_	_	_	0.58
8044	8176	זיינען	_	_	_	_	_	_	_	_	0.58
8044	8177	זיי	_	PRON	_	_	_	_	_	_	0.58
8044	8178	אויסגעפּגרט	_	_	_	_	_	_	_	_	0.58
8044	8179	,	_	PUNCT	_	_	_	_	_	_	0.58
8044	8180	קוים	_	_	_	_	_	_	_	_	0.58
8044	8181	געבּליבּן	_	_	_	_	_	_	_	_	0.58
8044	8182	דרייסיג	_	_	_	_	_	_	_	_	0.58
8044	8183	.	_	PUNCT	_	_	_	_	_	_	0.58
8069											0.7
8069	8185	מיין	_	X	_	_	_	_	_	_	0.7
8069	8186	גאַנץ	_	X	_	_	_	_	_	_	0.7
8069	8187	הויז	_	_	_	_	_	_	_	_	0.7
8069	8188	,	_	PUNCT	_	_	_	_	_	_	0.7
8069	8189	מיין	_	X	_	_	_	_	_	_	0.7
8069	8190	פרוי	_	_	_	_	_	_	_	_	0.7
8069	8191	מיט	_	ADP	_	_	_	_	_	_	0.7
8069	8192	פינף	_	_	_	_	_	_	_	_	0.7
8069	8193	קינדער	_	NOUN	_	_	_	_	_	_	0.7
8069	8194	.	_	PUNCT	_	_	_	_	_	_	0.7
8080											0.4
8080	8196	מיינע	_	_	_	_	_	_	_	_	0.4
8080	8197	קנעכט	_	NOUN	_	_	_	_	_	_	0.4
8080	8198	און	_	CCONJ	_	_	_	_	_	_	0.4
8080	8199	דינסט	_	NOUN	_	_	_	_	_	_	0.4
8080	8200	זיינען	_	_	_	_	_	_	_	_	0.4
8080	8201	געלעגן	_	_	_	_	_	_	_	_	0.4
8080	8202	דריי	_	_	_	_	_	_	_	_	0.4
8080	8203	חרשים	_	_	_	_	_	_	_	_	0.4
8080	8204	קראַנק	_	_	_	_	_	_	_	_	0.4
8080	8205	.	_	PUNCT	_	_	_	_	_	_	0.4
8091											0.81
8091	8207	נו	_	_	_	_	_	_	_	_	0.81
8091	8208	,	_	PUNCT	_	_	_	_	_	_	0.81
8091	8209	קאָן	_	NOUN	_	_	_	_	_	_	0.81
8091	8210	מען	_	PRON	_	_	_	_	_	_	0.81
8091	8211	זיך	_	PRON	_	_	_	_	_	_	0.81
8091	8212	גרינג	_	ADJ	_	_	_	_	_	_	0.81
8091	8213	פירשטעלן	_	_	_	_	_	_	_	_	0.81
8091	8214	,	_	PUNCT	_	_	_	_	_	_	0.81
8091	8215	אַז	_	SCONJ	_		_	_	_	_	0.81
8091	8216	קיין	_	X	_	_	_	_	_	_	0.81
8091	8217	האַנדל	_	NOUN	_	_	_	_	_	_	0.81
8091	8218	גייט	_	_	_	_	_	_	_	_	0.81
8091	8219	נישט	_	PART	_	_	_	_	_	_	0.81
8091	8220	און	_	CCONJ	_	_	_	_	_	_	0.81
8091	8221	אומעטום	_	ADV	_	_	_	_	_	_	0.81
8091	8222	האָט	_	X	_		_	_	_	_	0.81
8091	8223	מען	_	PRON	_	_	_	_	_	_	0.81
8091	8224	שאָדן	_	NOUN	_	_	_	_	_	_	0.81
8091	8225	,	_	PUNCT	_	_	_	_	_	_	0.81
8091	8226	מוז	_	X	_	_	_	_	_	_	0.81
8091	8227	מען	_	PRON	_	_	_	_	_	_	0.81
8091	8228	זיך	_	PRON	_	_	_	_	_	_	0.81
8091	8229	אַרומקוקן	_	VERB	_	_	_	_	_	_	0.81
8091	8230	און	_	CCONJ	_	_	_	_	_	_	0.81
8091	8231	זיך	_	PRON	_	_	_	_	_	_	0.81
8091	8232	נעמען	_	VERB	_	_	_	_	_	_	0.81
8091	8233	פאַר	_	_	_	_	_	_	_	_	0.81
8091	8234	עפּעס	_	X	_	_	_	_	_	_	0.81
8091	8235	אַנדערש	_	ADJ	_	_	_	_	_	_	0.81
8091	8236	,	_	PUNCT	_	_	_	_	_	_	0.81
8091	8237	ס'איז	_	_	_	_	_	_	_	_	0.81
8091	8238	צו	_	ADP	_	_	_	_	_	_	0.81
8091	8239	מיר	_	PRON	_	_	_	_	_	_	0.81
8091	8240	געקומען	_	VERB	_	_	_	_	_	_	0.81
8091	8241	מיין	_	X	_	_	_	_	_	_	0.81
8091	8242	אַ	_	DET	_	_	_	_	_	_	0.81
8091	8243	גוטער	_	ADJ	_	_	_	_	_	_	0.81
8091	8244	פריינט	_	_	_	_	_	_	_	_	0.81
8091	8245	,	_	PUNCT	_	_	_	_	_	_	0.81
8091	8246	ר	_	X	_	_	_	_	_	_	0.81
8091	8247	'	_	_	_	_	_	_	_	_	0.81
8091	8248	דוד	_	PROPN	_	_	_	_	_	_	0.81
8091	8249	,	_	PUNCT	_	_	_	_	_	_	0.81
8091	8250	און	_	CCONJ	_	_	_	_	_	_	0.81
8091	8251	האָט	_	X	_		_	_	_	_	0.81
8091	8252	זיך	_	PRON	_	_	_	_	_	_	0.81
8091	8253	מיר	_	PRON	_	_	_	_	_	_	0.81
8091	8254	געקלאָגט	_	_	_	_	_	_	_	_	0.81
8091	8255	אויף	_	ADP	_	_	_	_	_	_	0.81
8091	8256	זיין	_	_	_	_	_	_	_	_	0.81
8091	8257	נויט	_	_	_	_	_	_	_	_	0.81
8091	8258	.	_	PUNCT	_	_	_	_	_	_	0.81
8144											0.7
8144	8260	דער	_	DET	_	_	_	_	_	_	0.7
8144	8261	מענש	_	_	_	_	_	_	_	_	0.7
8144	8262	איז	_	X	_		_	_	_	_	0.7
8144	8263	פריהער	_	_	_	_	_	_	_	_	0.7
8144	8264	געווען	_	X	_	_	_	_	_	_	0.7
8144	8265	פאַרמעגליך	_	_	_	_	_	_	_	_	0.7
8144	8266	,	_	PUNCT	_	_	_	_	_	_	0.7
8144	8267	אָבּער	_	_	_	_	_	_	_	_	0.7
8144	8268	ער	_	PRON	_	_	_	_	_	_	0.7
8144	8269	האָט	_	X	_		_	_	_	_	0.7
8144	8270	געזאָגט	_	VERB	_	_	_	_	_	_	0.7
8144	8271	,	_	PUNCT	_	_	_	_	_	_	0.7
8144	8272	אַז	_	SCONJ	_		_	_	_	_	0.7
8144	8273	ס'גייט	_	_	_	_	_	_	_	_	0.7
8144	8274	אים	_	PRON	_	_	_	_	_	_	0.7
8144	8275	אַזויווי	_	_	_	_	_	_	_	_	0.7
8144	8276	מיר	_	PRON	_	_	_	_	_	_	0.7
8144	8277	,	_	PUNCT	_	_	_	_	_	_	0.7
8144	8278	ס'איז	_	_	_	_	_	_	_	_	0.7
8144	8279	ניטאָ	_	ADJ	_	_	_	_	_	_	0.7
8144	8280	קיין	_	X	_	_	_	_	_	_	0.7
8144	8281	האַנדל	_	NOUN	_	_	_	_	_	_	0.7
8144	8282	.	_	PUNCT	_	_	_	_	_	_	0.7
8168											0.7
8168	8284	ער	_	PRON	_	_	_	_	_	_	0.7
8168	8285	האָט	_	X	_		_	_	_	_	0.7
8168	8286	מיך	_	PRON	_	_	_	_	_	_	0.7
8168	8287	געפרעגט	_	_	_	_	_	_	_	_	0.7
8168	8288	,	_	PUNCT	_	_	_	_	_	_	0.7
8168	8289	צי	_	X	_	_	_	_	_	_	0.7
8168	8290	וועל	_	_	_	_	_	_	_	_	0.7
8168	8291	איך	_	PRON	_	_	_	_	_	_	0.7
8168	8292	איינגיין	_	_	_	_	_	_	_	_	0.7
8168	8293	צו	_	ADP	_	_	_	_	_	_	0.7
8168	8294	מאַכן	_	VERB	_	_	_	_	_	_	0.7
8168	8295	אַ	_	DET	_	_	_	_	_	_	0.7
8168	8296	געשעפט	_	_	_	_	_	_	_	_	0.7
8168	8297	מיט	_	ADP	_	_	_	_	_	_	0.7
8168	8298	אים	_	PRON	_	_	_	_	_	_	0.7
8168	8299	,	_	PUNCT	_	_	_	_	_	_	0.7
8168	8300	וואָלטן	_	_	_	_	_	_	_	_	0.7
8168	8301	מיר	_	PRON	_	_	_	_	_	_	0.7
8168	8302	בּיידע	_	_	_	_	_	_	_	_	0.7
8168	8303	אַ	_	DET	_	_	_	_	_	_	0.7
8168	8304	סך	_	ADV	_	_	_	_	_	_	0.7
8168	8305	פאַרדינט	_	_	_	_	_	_	_	_	0.7
8168	8306	.	_	PUNCT	_	_	_	_	_	_	0.7
8192											0.65
8192	8308	זאָג	_	VERB	_	_	_	_	_	_	0.65
8192	8309	איך	_	PRON	_	_	_	_	_	_	0.65
8192	8310	:	_	PUNCT	_	_	_	_	_	_	0.65
8192	8311	„	_	PUNCT	_	_	_	_	_	_	0.65
8192	8312	יאָ	_	X	_	_	_	_	_	_	0.65
8192	8313	,	_	PUNCT	_	_	_	_	_	_	0.65
8192	8314	געוויס	_	_	_	_	_	_	_	_	0.65
8192	8315	!	_	PUNCT	_	_	_	_	_	_	0.65
8192	8316	“	_	PUNCT	_	_	_	_	_	_	0.65
8192	8317	זאָנט	_	_	_	_	_	_	_	_	0.65
8192	8318	ער	_	PRON	_	_	_	_	_	_	0.65
8192	8319	:	_	PUNCT	_	_	_	_	_	_	0.65
8192	8320	„	_	PUNCT	_	_	_	_	_	_	0.65
8192	8321	ליבּער	_	_	_	_	_	_	_	_	0.65
8192	8322	בּרודער	_	_	_	_	_	_	_	_	0.65
8192	8323	,	_	PUNCT	_	_	_	_	_	_	0.65
8192	8324	צי	_	X	_	_	_	_	_	_	0.65
8192	8325	קאָנסטו	_	_	_	_	_	_	_	_	0.65
8192	8326	אַריינלייגן	_	_	_	_	_	_	_	_	0.65
8192	8327	פינף	_	_	_	_	_	_	_	_	0.65
8192	8328	הונדערט	_	NUM	_	_	_	_	_	_	0.65
8192	8329	רייכסטאָלער	_	_	_	_	_	_	_	_	0.65
8192	8330	?	_	PUNCT	_	_	_	_	_	_	0.65
8216											0.59
8216	8332	דאָם	_	_	_	_	_	_	_	_	0.59
8216	8333	איז	_	X	_		_	_	_	_	0.59
8216	8334	אויף	_	ADP	_	_	_	_	_	_	0.59
8216	8335	דיין	_	_	_	_	_	_	_	_	0.59
8216	8336	חלק	_	NOUN	_	_	_	_	_	_	0.59
8216	8337	,	_	PUNCT	_	_	_	_	_	_	0.59
8216	8338	איך	_	PRON	_	_	_	_	_	_	0.59
8216	8339	וועל	_	_	_	_	_	_	_	_	0.59
8216	8340	אויך	_	ADV	_	_	_	_	_	_	0.59
8216	8341	אַריינלייגן	_	_	_	_	_	_	_	_	0.59
8216	8342	פינף	_	_	_	_	_	_	_	_	0.59
8216	8343	הונדערט	_	NUM	_	_	_	_	_	_	0.59
8216	8344	רייכסטאָלער	_	_	_	_	_	_	_	_	0.59
8216	8345	,	_	PUNCT	_	_	_	_	_	_	0.59
8216	8346	וועלן	_	_	_	_	_	_	_	_	0.59
8216	8347	מיר	_	PRON	_	_	_	_	_	_	0.59
8216	8348	צוזאַמען	_	ADV	_	_	_	_	_	_	0.59
8216	8349	האָבּן	_	X	_	_	_	_	_	_	0.59
8216	8350	טויזנט	_	_	_	_	_	_	_	_	0.59
8216	8351	רייכסטאָלער	_	_	_	_	_	_	_	_	0.59
8216	8352	“	_	PUNCT	_	_	_	_	_	_	0.59
8216	8353	.	_	PUNCT	_	_	_	_	_	_	0.59
8239											0.73
8239	8355	זאָנ	_	_	_	_	_	_	_	_	0.73
8239	8356	איך	_	PRON	_	_	_	_	_	_	0.73
8239	8357	:	_	PUNCT	_	_	_	_	_	_	0.73
8239	8358	„	_	PUNCT	_	_	_	_	_	_	0.73
8239	8359	ליבּער	_	_	_	_	_	_	_	_	0.73
8239	8360	בּרודער	_	_	_	_	_	_	_	_	0.73
8239	8361	,	_	PUNCT	_	_	_	_	_	_	0.73
8239	8362	לאָז	_	AUX	_	_	_	_	_	_	0.73
8239	8363	מיך	_	PRON	_	_	_	_	_	_	0.73
8239	8364	נאָר	_	X	_	_	_	_	_	_	0.73
8239	8365	הערן	_	VERB	_	_	_	_	_	_	0.73
8239	8366	דיין	_	_	_	_	_	_	_	_	0.73
8239	8367	ספּעקולאַציע	_	NOUN	_	_	_	_	_	_	0.73
8239	8368	“	_	PUNCT	_	_	_	_	_	_	0.73
8239	8369	.	_	PUNCT	_	_	_	_	_	_	0.73
8255											0.9
8255	8371	זאָגט	_	VERB	_	_	_	_	_	_	0.9
8255	8372	ער	_	PRON	_	_	_	_	_	_	0.9
8255	8373	:	_	PUNCT	_	_	_	_	_	_	0.9
8255	8374	„	_	PUNCT	_	_	_	_	_	_	0.9
8255	8375	יאָ	_	X	_	_	_	_	_	_	0.9
8255	8376	,	_	PUNCT	_	_	_	_	_	_	0.9
8255	8377	איך	_	PRON	_	_	_	_	_	_	0.9
8255	8378	וועל	_	_	_	_	_	_	_	_	0.9
8255	8379	דיר	_	PRON	_	_	_	_	_	_	0.9
8255	8380	דאָס	_	DET	_	_	_	_	_	_	0.9
8266											0.59
8266	8382	געוויס	_	_	_	_	_	_	_	_	0.59
8266	8383	זאָגן	_	VERB	_	_	_	_	_	_	0.59
8266	8384	,	_	PUNCT	_	_	_	_	_	_	0.59
8266	8385	דו	_	PRON	_	_	_	_	_	_	0.59
8266	8386	מוזט	_	_	_	_	_	_	_	_	0.59
8266	8387	מיר	_	PRON	_	_	_	_	_	_	0.59
8266	8388	אָבּער	_	_	_	_	_	_	_	_	0.59
8266	8389	הייליג	_	_	_	_	_	_	_	_	0.59
8266	8390	פאַרשפּרעכן	_	_	_	_	_	_	_	_	0.59
8266	8391	,	_	PUNCT	_	_	_	_	_	_	0.59
8266	8392	אויבּ	_	_	_	_	_	_	_	_	0.59
8266	8393	דו	_	PRON	_	_	_	_	_	_	0.59
8266	8394	וועסט	_	_	_	_	_	_	_	_	0.59
8266	8395	ניט	_	PART	_	_	_	_	_	_	0.59
8266	8396	קאָנען	_	AUX	_	_	_	_	_	_	0.59
8266	8397	אָדער	_	X	_	_	_	_	_	_	0.59
8266	8398	ניט	_	PART	_	_	_	_	_	_	0.59
8266	8399	וועלן	_	_	_	_	_	_	_	_	0.59
8266	8400	איינגיין	_	_	_	_	_	_	_	_	0.59
8266	8401	אויף	_	ADP	_	_	_	_	_	_	0.59
8266	8402	מיין	_	X	_	_	_	_	_	_	0.59
8266	8403	פּלאַן	_	NOUN	_	_	_	_	_	_	0.59
8266	8404	,	_	PUNCT	_	_	_	_	_	_	0.59
8266	8405	אַז	_	SCONJ	_		_	_	_	_	0.59
8266	8406	דו	_	PRON	_	_	_	_	_	_	0.59
8266	8407	וועסט	_	_	_	_	_	_	_	_	0.59
8266	8408	דאָם	_	_	_	_	_	_	_	_	0.59
8266	8409	קיינעם	_	_	_	_	_	_	_	_	0.59
8266	8410	ניט	_	PART	_	_	_	_	_	_	0.59
8266	8411	אויסזאָגן	_	_	_	_	_	_	_	_	0.59
8266	8412	“	_	PUNCT	_	_	_	_	_	_	0.59
8266	8413	.	_	PUNCT	_	_	_	_	_	_	0.59
8299											0.75
8299	8415	איך	_	PRON	_	_	_	_	_	_	0.75
8299	8416	האָבּ	_	X	_	_	_	_	_	_	0.75
8299	8417	אים	_	PRON	_	_	_	_	_	_	0.75
8299	8418	דאַרויף	_	_	_	_	_	_	_	_	0.75
8299	8419	געגעבּן	_	_	_	_	_	_	_	_	0.75
8299	8420	מיין	_	X	_	_	_	_	_	_	0.75
8299	8421	האַנט	_	NOUN	_	_	_	_	_	_	0.75
8299	8422	.	_	PUNCT	_	_	_	_	_	_	0.75
8308											0.67
8308	8424	ער	_	PRON	_	_	_	_	_	_	0.67
8308	8425	האָט	_	X	_		_	_	_	_	0.67
8308	8426	געזאָגט	_	VERB	_	_	_	_	_	_	0.67
8308	8427	:	_	PUNCT	_	_	_	_	_	_	0.67
8308	8428	איך	_	PRON	_	_	_	_	_	_	0.67
8308	8429	קאָן	_	NOUN	_	_	_	_	_	_	0.67
8308	8430	קריגן	_	_	_	_	_	_	_	_	0.67
8308	8431	גענוג	_	ADV	_	_	_	_	_	_	0.67
8308	8432	אַנדערע	_	ADJ	_	_	_	_	_	_	0.67
8308	8433	שותפים	_	_	_	_	_	_	_	_	0.67
8308	8434	,	_	PUNCT	_	_	_	_	_	_	0.67
8308	8435	אָבּער	_	_	_	_	_	_	_	_	0.67
8308	8436	מיר	_	PRON	_	_	_	_	_	_	0.67
8308	8437	האָבּן	_	X	_	_	_	_	_	_	0.67
8308	8438	תּמיד	_	ADV	_	_	_	_	_	_	0.67
8308	8439	געלעבּט	_	_	_	_	_	_	_	_	0.67
8308	8440	אַזויווי	_	_	_	_	_	_	_	_	0.67
8308	8441	געטרייע	_	_	_	_	_	_	_	_	0.67
8308	8442	בּרידער	_	_	_	_	_	_	_	_	0.67
8308	8443	,	_	PUNCT	_	_	_	_	_	_	0.67
8308	8444	און	_	CCONJ	_	_	_	_	_	_	0.67
8308	8445	איך	_	PRON	_	_	_	_	_	_	0.67
8308	8446	וויים	_	_	_	_	_	_	_	_	0.67
8308	8447	,	_	PUNCT	_	_	_	_	_	_	0.67
8308	8448	אַז	_	SCONJ	_		_	_	_	_	0.67
8308	8449	דיינע	_	_	_	_	_	_	_	_	0.67
8308	8450	אומשטאַנדן	_	NOUN	_	_	_	_	_	_	0.67
8308	8451	זיינען	_	_	_	_	_	_	_	_	0.67
8308	8452	אויך	_	ADV	_	_	_	_	_	_	0.67
8308	8453	ניט	_	PART	_	_	_	_	_	_	0.67
8308	8454	צום	_	ADP	_	_	_	_	_	_	0.67
8308	8455	בּעסטן	_	_	_	_	_	_	_	_	0.67
8308	8456	.	_	PUNCT	_	_	_	_	_	_	0.67
8342											0.53
8342	8458	דו	_	PRON	_	_	_	_	_	_	0.53
8342	8459	האָסט	_	_	_	_	_	_	_	_	0.53
8342	8460	תּמיד	_	ADV	_	_	_	_	_	_	0.53
8342	8461	געליטן	_	_	_	_	_	_	_	_	0.53
8342	8462	איבּער	_	_	_	_	_	_	_	_	0.53
8342	8463	דיין	_	_	_	_	_	_	_	_	0.53
8342	8464	גוטהאַרציג-	_	_	_	_	_	_	_	_	0.53
8342	8465	קייט	_	_	_	_	_	_	_	_	0.53
8342	8466	,	_	PUNCT	_	_	_	_	_	_	0.53
8342	8467	נו	_	_	_	_	_	_	_	_	0.53
8342	8468	,	_	PUNCT	_	_	_	_	_	_	0.53
8342	8469	וועל	_	_	_	_	_	_	_	_	0.53
8342	8470	איך	_	PRON	_	_	_	_	_	_	0.53
8342	8471	דיר	_	PRON	_	_	_	_	_	_	0.53
8342	8472	זאָגן	_	_	_	_	_	_	_	_	0.53
8342	8473	:	_	PUNCT	_	_	_	_	_	_	0.53
8342	8474	צוריק	_	ADV	_	_	_	_	_	_	0.53
8342	8475	עטליכע	_	_	_	_	_	_	_	_	0.53
8342	8476	טאָג	_	NOUN	_	_	_	_	_	_	0.53
8342	8477	איז	_	X	_		_	_	_	_	0.53
8342	8478	בּאַ	_	_	_	_	_	_	_	_	0.53
8342	8479	מיר	_	PRON	_	_	_	_	_	_	0.53
8342	8480	געווען	_	X	_	_	_	_	_	_	0.53
8342	8481	הער	_	NOUN	_	_	_	_	_	_	0.53
8342	8482	פאָן	_	_	_	_	_	_	_	_	0.53
8342	8483	בּיולאָוו	_	_	_	_	_	_	_	_	0.53
8342	8484	.	_	PUNCT	_	_	_	_	_	_	0.53
8342	8485	דו	_	PRON	_	_	_	_	_	_	0.53
8342	8486	ווייסט	_	_	_	_	_	_	_	_	0.53
8342	8487	,	_	PUNCT	_	_	_	_	_	_	0.53
8342	8488	ער	_	PRON	_	_	_	_	_	_	0.53
8342	8489	קויפט	_	_	_	_	_	_	_	_	0.53
8342	8490	שטענדיד	_	_	_	_	_	_	_	_	0.53
8342	8491	בּאַ	_	_	_	_	_	_	_	_	0.53
8342	8492	מיר	_	PRON	_	_	_	_	_	_	0.53
8342	8493	.	_	PUNCT	_	_	_	_	_	_	0.53
8379											0.77
8379	8495	ער	_	PRON	_	_	_	_	_	_	0.77
8379	8496	האָט	_	X	_		_	_	_	_	0.77
8379	8497	מיך	_	PRON	_	_	_	_	_	_	0.77
8379	8498	געפרעגט	_	_	_	_	_	_	_	_	0.77
8379	8499	,	_	PUNCT	_	_	_	_	_	_	0.77
8379	8500	צי	_	X	_	_	_	_	_	_	0.77
8379	8501	וועל	_	_	_	_	_	_	_	_	0.77
8379	8502	איך	_	PRON	_	_	_	_	_	_	0.77
8379	8503	ניט	_	PART	_	_	_	_	_	_	0.77
8379	8504	קומען	_	VERB	_	_	_	_	_	_	0.77
8379	8505	קיין	_	X	_	_	_	_	_	_	0.77
8379	8506	טערעך	_	_	_	_	_	_	_	_	0.77
8379	8507	.	_	PUNCT	_	_	_	_	_	_	0.77
8393											0.69
8393	8509	הער	_	NOUN	_	_	_	_	_	_	0.69
8393	8510	פאָן	_	_	_	_	_	_	_	_	0.69
8393	8511	בּליוכער	_	_	_	_	_	_	_	_	0.69
8393	8512	האָט	_	X	_		_	_	_	_	0.69
8393	8513	עטליכע	_	_	_	_	_	_	_	_	0.69
8393	8514	ציגן	_	NOUN	_	_	_	_	_	_	0.69
8393	8515	און	_	CCONJ	_	_	_	_	_	_	0.69
8393	8516	פאַרקויפט	_	_	_	_	_	_	_	_	0.69
8393	8517	זיי	_	PRON	_	_	_	_	_	_	0.69
8393	8518	,	_	PUNCT	_	_	_	_	_	_	0.69
8393	8519	ער	_	PRON	_	_	_	_	_	_	0.69
8393	8520	נעמט	_	VERB	_	_	_	_	_	_	0.69
8393	8521	צו	_	ADP	_	_	_	_	_	_	0.69
8393	8522	אַכט	_	_	_	_	_	_	_	_	0.69
8393	8523	רייכסטאָלער	_	_	_	_	_	_	_	_	0.69
8393	8524	פאַר	_	_	_	_	_	_	_	_	0.69
8393	8525	אַ	_	DET	_	_	_	_	_	_	0.69
8393	8526	ציג	_	NOUN	_	_	_	_	_	_	0.69
8393	8527	,	_	PUNCT	_	_	_	_	_	_	0.69
8393	8528	זאָל	_	AUX	_	_	_	_	_	_	0.69
8393	8529	איך	_	PRON	_	_	_	_	_	_	0.69
