א[רעדאַקטירן | רעדאקטירן קוואַלטעקסט],,
,,
חולה־מסוכן,כוילע־מעסוקן,
חולה־נופל,כוילע־נויפֿל,
חולי־נופלים (אָדער אַמאָל חולי־נופל),כוילי־נויפֿלים (אָדער אַמאָל כוילי־נויפֿל),
חולם,כוילעם,
חולנית,כוילאַנעס,
חולק,כוילעק,
חולקים,כאָלקים,
חולשה,כולשע,
חולשות,כולשעס,
חולשה־חלשות,כולשע־כאַלאָשעס,
חולשת־הדעת,כולשעס־האַדאַאַס,
חומר,כוימער,
חומרא,כומרע,
חומרות,כומרעס,
חומש,כומעש,
חומשים,כומאָשים,
חונף,כוינעף,
חונפים (אָדער אַמאָל חניפים),כאָנפֿים (אָדער אַמאָל כאַנייפֿים),
חופה,כופּע,
חופות,כופּעס,
חופה־וקידושין,כופּע־וועקידושן (אָדער אַמאָל כופּע־וועקדושן),
חוץ,כוץ,
חוצחוש,כוצכוש,
"(געניצט אין דעם ייִדישן אַדיעקטיוו ""חוצחושיק"" וואָס הייסט איבערזינלעך)",,
חוץ־לארץ,כוץ־לאָאָרעץ,
חוץ־לדרך־הטבע,כוץ־לעדערעך־האַטעווע,
חוץ־לזה,כוץ־לעזע,
חוצפה,כוצפּע,
חוק,כאָק,
חוקים,כוקים,
חוק־ולא־יעבור,כאָק־וועלוי־אַאַווער,
חוקר,כויקער,
חוקרים,כאָקרים,
חוקר־ודורש,כויקער־וועדוירעש,
חור,כור,
חורבן,כורבם,
חורבנות,כורבאָנעס‏[2],
,"(אָדער אַמאָל כורבוינעס לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
חורבן־בית־ראשון,כורבם־באַיעס־רישן‏[2],
,"(אָדער אַמאָל כורבם־באַיִס־רישן לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
חורבן־בית־שני,כורבם־באַיעס־שייני‏[2],
,"(אָדער אַמאָל כורבם־באַיִס־שייני לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
חורבה,כורווע,
חורבות,כורוועס,
חורש (אָדער אַמאָל חרש),כוירעש (אָדער אַמאָל כיירעש),
חוש,כוש,
חושים,כושים,
חוש־הטעם,כוש־האַטאַאַם (אָדער אַמאָל כוש־האַטאַם),
חוש־המישוש,כוש־האַמישעש,
חוש־הראיה,כוש־האַריִע,
חוש־הריח,כוש־האַרייעך,
חוש־השמיעה,כוש־האַשמיִע,
חושד,כוישעד,
חושך,כוישעך,
חושך־מצרים,כוישעך־מיצראַיִם,
חותם,כויסעם,
חז״ל,כאַזאַל,
חזיון,כיזאָיען,
חזיונות,כעזיוינעס‏[2],
,"(אָדער אַמאָל כיזיוינעס לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
חזיר,כאַזער,
חזירים,כאַזיירים,
חזן,כאַזן,
חזנים,כאַזאָנים,
חזנות,כאַזאָנעס,
חזקה,כאַזאָקע,
חזקות,כאַזאָקעס,
חזר (געניצט אין דעם ייִדישן ווערב חזרן),כאַזער,
חזרה,כאַזאָרע,
חטא,כעט,
חטאים,כאַטאָיִם,
חטאת־נעורים,כאַטעס־נעורים,
חטאתי,כאָטאָסי,
חטף,כאַטעף,
חי,כײַ,
(ח״י),(כײַ),
חי־וקים,כײַ־וועקאַיעם,
חיבוט־הקבר (אָדער אַמאָל חבוט־הקבר),כיבעט־האַקייווער,
חיבור (אָדער אַמאָל חבור),כיבער,
חיבורים (אָדער אַמאָל חבורים),כיבורים,
חיבת־ציון,כיבעס־ציִען,
חידוש (אָדער אַמאָל חדוש),כידעש,
חידושים,כידושים,
חידושים־ונפלאות,כידושים־וועניפֿלאָעס,
חידושי־תורה,כידושע־טוירע,
חיה,כאַיע,
חיות,כאַיעס,
חיה־רעה,כאַיע־ראָע,
חיות־רעות,כאַיעס־ראָעס,
חיוב,כיִעוו,
חיובים,כיִיוּווים,
חיונה,כעיונע (אָדער אַמאָל כאַיונע),
חיות,כיִעס,
חיזוק (אָדער אַמאָל חזוק),כיזעק,
חיזוקים (אָדער אַמאָל חזוקים),כיזוקים,
חיי־שעה,כאַיע־שאָ,
חייב (אָדער אַמאָל חיב),כאַיעוו,
חייב־מיתה (אָדער אַמאָל חיב־מיתה),כאַיעוו־מיסע,
חייט (אָדער אַמאָל חיט),כאַיעט,
חייטים (אָדער אַמאָל חיטים),כאַיאָטים,
חייל (אָדער אַמאָל חיל),כאַיעל‏[2],
חיילות (אָדער אַמאָל חילות),"(אָדער אַמאָל כאַיִל לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
,כאַיאָלעס,
חילול,כילעל,
חילולים,כילולים,
חילול־הזיווג,כילעל־האַזיוועג,
חילול־הכבוד,כילעל־האַקאָוועד,
חילול־הקודש,כילעל־האַקוידעש,
חילול־השם,כילעל־האַשעם,
חילול־שבת,כילעל־שאַבעס,
חילוף,כילעף,
חילופים,כילופֿים,
חילוק,כילעק,
חילוקים,כילוקים,
חילוקי־דעות (אָדער אַמאָל חלוקי־דעות),כילוקע־דייעס,
חינוך (אָדער אַמאָל חנוך),כינעך,
חיסור,כיסער,
חיפה,כייפֿע,
חיפוש (אָדער אַמאָל חפוש),כיפּעש,
"(גענוצט אין דעם ייִדישן ווערב ""באחיפושן"" וואָס הייסט ""זוכן"")",,
חיצון,כיצן,
חיצונים,כיצוינים,
חיצוניות (אָדער אַמאָל חצוניות),כיצויניִעס,
חיריק,כירעק,
חיריק־יוד,כירעק־יוד,
חית,כעס,
חיתוך־הדיבור (אָדער אַמאָל חתוך־הדיבור),כיטעך־האַדיבער,
חכם,כאָכעם,
חכמים,כאַכאָמים,
חכם־בלילה,כאָכעם־באַלײַלע,
חכם־מופלג,כאָכעם־מופֿלעג,
חכמים־מופלגים,כאַכאָמים־מופֿלאָגים,
חכם־מחוכם,כאָכעם־מעכוקעם,
חכם־עתיק,כאָכעם־אַטעק,
חכמים־עתיקים,כאַכאָמים־אַטיקים,
חכמה,כאַכאָמע (אָדער אַמאָל כאָכמע),
חכמות,כאַכאָמעס (אָדער אַמאָל כאָכמעס),
חכמת־החשבון,כאָכמעס־האַכעזשבם,
חכמת־היד,כאָכמעס־האַיאַד,
חכמת־הפרצוף,כאָכמעס־האַפּאַרצעף,
חכמת־ישראל,כאָכמעס־ייִסראָעל,
חכמות־חיצוניות,כאָכמעס־כיצויניִעס,
חכמנית,כאָכמאַניס,
חכמת,כאַכיימעס,
חל,כאַל,
חלאת,כאַלאַס,
חלב,כיילעוו,
חלה,כאַלע,
חלות,כאַלעס,
חלום,כאָלעם,
חלומות,כאַלוימעס,
חלוץ,כאָלעץ (אָדער אַמאָל כאַלוץ),
חלוצים,כאַלוצים,
חלוצה,כאַלוצע,
חלוצות,כאַלוצעס,
חלוקה,כאַלוקע,
חלוקות,כאַלוקעס,
חלוש,"כאָלעש (אָדער אפשר אַמאָל כאָלוש לויט דעם בוך ""זעלמעניאנער"" פֿון מוישע קולבּאק, דף 10?)","""ער איז א דיקלעכער זייגערמאכער מיט א פירקאנטיקן שטערן, מיט א פירקאנטיקער באָרד, א כאָלוש, אָדער ער מאכט זיך עפשער פאר א כאָלוש."""
חלושים,כאַלושים,"פֿון דעם בוך ""זעלמעניאנער"" פֿון מוישע קולבּאק, דף 10."
חלילה,כאָלילע,
חלילה־וחס,כאָלילע־וועכאַס,
חליצה,כאַליצע,
חלל,כאָלעל,
חלף,כאַלעף,
חלפים,כאַלאָפֿים,
חלפן,כאַלפֿן,
חלפנים,כאַלפֿאָנים,
חלק,כיילעק,
חלקים,כאַלאָקים,
חלש (געניצט אין דעם ייִדישן ווערב חלשן),כאַלעש,
חלשות,כאַלאָשעס,
חמור,כאַמער (אָדער אַמאָל כאַמויער אָדער כאַמויר),
חמורים,כאַמוירים,
חמימה,כמימע,
חמישה־עשר (אָדער אַמאָל חמשה־עשר),כאַמישאָסער,
חמישה־עשר־בשבט,כאַמישאָסער־בישוואַט,
חמישי,כאַמישי,
חמץ,כאָמעץ,
חמרים,כעמאָרים (אָדער אַמאָל כמאָרים),
חן,כיין,
חנוכה,כאַנוקע (אָדער אַמאָל כאַניקע),
חנוכת־הבית,כאַנוקעס־האַבײַעס‏[2],
,"(אָדער אַמאָל כאַנוקעס־האַבאַיִס לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
חנופה,כאַנופֿע (אָדער אַמאָל כנופֿע),
חנופות,כאַנופֿעס (אָדער אַמאָל כנופֿעס),
חניפה,כניפֿע,
חניפות,כניפֿעס,
חנף (געניצט אין דעם ייִדישן ווערב חנפענען אָדער אַמאָל חנפען),כאַנף,
חס,כאַס,
חס־וחלילה,כאַס־וועכאָלילע,
(ח״ו),,
חס־ושלום,כאַס־וועשאָלעם,
(ח״ו),,
חסד,כעסעד,
חסדים,כסאָדים,
חסיד,כאָסעד‏[2],
חסידים,"(אָדער אַמאָל כאָסיד אָדער כאַלאָים לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
,כסידים,
חסיד־שוטה,כאָסיד־שויטע,
חסידות,כסידעס,
חסידי־אומות־העולם,כסידע־אומעס־האָוילעם,
חסר,כאָסער,
חסר־דעה,כאָסער־דייע (אָדער אַמאָל כסאַרדייע),
חסרון,כיסאָרן‏[2],
חסרונות (אָדער אַמאָל חסרונים),"(אָדער אַמאָל כעסאָרן לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
,כעסרוינעס (אָדער אַמאָל כעסרוינים),
חפץ,כייפֿעץ,
חפצים,כפֿייצים,
חפציות (אָדער אַמאָל חפצות),כעפֿצעס,
חצוניות,כיצויניִעס,
חצוף,כאָצעף,
חצופים,כצופֿים,
חצופה,כאַצופֿע (אָדער אַמאָל כצופֿע),
חצופות,כאַצופֿעס (אָדער אַמאָל כצופֿעס),
חצות,כצאָס,
חצי־,כאָצע־,
חצי־חודש,כאָצע־כוידעש,
חציפות,כאַציפֿעס (אָדער אַמאָל כציפֿעס),
חקירה,כאַקירע (אָדער אַמאָל כקירע),
חקירות,כאַקירעס (אָדער אַמאָל כקירעס),
חקירה־ודרישה,כאַקירע־וועדרישע (אָדער אַמאָל כקירע־דרישע),
חקירות־ודרישות,כאַקירעס־וועדרישעס (אָדער אַמאָל כקירע־דרישעס),
חקרן,כאַקרען,
חקרנים,כאַקראָנים,
חרד,כאָרעד,
חרדים,כאַריידים,
חרוב,כאָרעוו,
חרוב־ונחרב,כאָרעוו־ווענעכרעוו,
חרוסת,"כאַרויסיִעס (אָדער אַמאָל כאַרויסעס, כרויסיִעס אָדער כרויסעס)",
חרוץ,כאָרעץ,
חרוצים,כאַרוצים,
חרוצה,כאַרוצע,
חרוצות,כאַרוצעס,
חרטה,כאַראָטע,
חריף,כאַרעף,
חריפים,כאַריפֿים (אָדער אַמאָל כריפֿים),
חריפות,כאַריפֿעס (אָדער אַמאָל כריפֿעס),
חרם,כיירעם,
חרמים,כאַראָמים (אָדער אַמאָל כראָמים),
חרמות,כאַראָמעס (אָדער אַמאָל כראָמעס),
חרפה,כאַרפּע,
חרפות,כאַרפּעס,
חשבון,כעזשבם,
חשבונות,כעזשבוינעס,
חשבון־הנפש,כעזשבם־האַנעפֿעש,
חשבון־צדק,כעזשבם־צעדעק,
חשד,כשאַד,
חשדים,כשאָדים,
חשוב,כאָשעוו,
חשובים,כשוּווים,
חשוד,כאָשעד,
חשודים,כשודים,
חשוון,כעזשוון,
חשיבות,כשיוועס,
השיבנו,האַשיוויינו,
חשכות,כאַשכעס,
חשמונאים,כאַשמענאָיִם,
חשק,כיישעק,
חשש,כשאַש,
חששות (אָדער אַמאָל חששים),כשאָשעס (אָדער אַמאָל כשאָשים),
חתום,כאָסעם,
חתומים,כסומים,
חתונה,כאַסענע,"""יעדנפאלס האָט ער שוין דאָ הי כאסענע געהאט מיט דער באָבע באשען,..."""
חתונות,כאַסענעס,"פֿון דעם בוך ""זעלמעניאנער"" פֿון מוישע קולבּאק, דף 5."
חתונה־פליטה,כאַסענע־פּלייטע,
חתונה־פליטות,כאַסענע־פּלייטעס,
חתימה,כסימע,
חתימות,כסימעס,
חתימה־טובה,כסימע־טויווע,
חתימת־זקן,כסימעס־זאָקן,
חתם (געניצט אין דעם ייִדישן ווערב חתמענען אָדער אַמאָל חתמען),כאַסם,
