Base,Romanized,Yiddish,Gloss,Definition
,,גאַנעפע^ץ מ ־ן,,"воришка, жулик"
,,"גאַנעק מ ־עס זען גאַניק
",,גאָנער מ ־ס	гусак
,,גאָ^נער׀ן (געגאָנערט),,гоготать (о гусях)
,,גאַנץ 1. א,,1. весь (без изъятия); целый;
,,"גאַנץ שטאָט , ד׀י גאַנצ׀ע שטאָט",,весь город
,,"גאַנץ ישׂראל [ייִסראָעל] , ד׀אָס גאַנצ׀ע ישׂראל
",,весь ¸зраиль
,,אַ גאַנץ יאָר,,весь/целый год; круглый год
,,ד׀י גאַנצ׀ע סומע,,вся/общая сумма
,,אין גאַנצן,,"полностью, совсем,"
,,אַ גאַנצ׀ער פידלער,,настоящий скрипач
,,"אַ גאַנצ׀ער בעל־הבית [באל(ע)באָ^ס]
",,полный/целый хозяин
,,גאַנץ 2. אדוו.,,"полностью, вполне,"
,,גאַנץ גו^ט,,"довольно хорошо, совсем"
,,גאַנץ פרי^,,ранним утром; рано утром/
,,גאַ^נצאָפּער מ ־ס,,рел. всесожжение
,,גאַנצהייט וו ־ן,,"целое, совокупность"
,,גאַנצ_ן א (בלויז אטריב. גאַנצענ׀ער),,"ирон.,"
,,גאַנצענע טעג,,"целыми днями, по целым"
,,גאַנצקייט וו ־ן,,"1. целость, сохранность,"
,,גאַס וו ־ן (דימ. געסל),,улица
,,ייִ^דיש׀ע גאַס,,еврейская улица;
,,אויף דער ייִ^דישער גאַס,,тж.
,,גאָס מ ־ן,,поток
,,(זיך) אַ גאָס טאָ׀ן*,,полить(ся)
,,"ס'האָט (מיט אַ מאָל) אַ גאָס געטאָ^ן אַ רעגן
",,полил/хлынул/брызнул дождь
,,גאַסט מ (מצ. געסט),,"гость, гостья"
,,קומ׀ען/זיין* צו גאַסט (ביי),,приходить
,,זיין* אין געסט,,быть в гостях
,,גיי׀ן* אין געסט,,идти/ходить в гости
,,גאַסטהויז ז ..הייזער,,гостиница
,,גאָסטינעץ מ ..נצעס,,1. гостинец (подарок)
,,"גאַ^סטפריינדלעך א, אדוו.",,"гостеприимный,"
,,גאַ^סטפריינדלעכקייט וו,,"гостеприимство,"
,,"גאַ^סטצימער מ, ז ־ן",,гостиная
,,"גאַסטראָליר׀ן (גאַסטראָלי^רט)
",,гастролировать
,,"גאַסטראָלן מצ.:
",,אויף גאַסטראָלן	на гастролях
,,גאַסטראָנאָמיש א,,гастрономический
,,גאַ^סניונג [..סן־יו..] מ ־ען,,уличный
,,"גאַ^סן־מיידל ז ־עך, גאַ^סנפרוי וו ־ען
",,проститутка
,,גאָספּאָדיניע [не] וו ־ס,,хозяйка
,,גאָספּאָדע וו ־ס,,"постоялый двор,"
,,"גאָפּל מ ־ען (דימ. גאָ^פּעלע, גע^פּעלע)",,вилка
,,גאַפּע ¹ מ ־ס,,"простак, дурак, легковерный"
,,גאַפּע ² וו ־ס,,ворона
,,גאַפ׀ן (געגאַ^פט),,1. смотреть/глядеть
,,גאָר ¹ 1. א,,"весь, целый"
,,אויף דער גאָרער וועלט,,в целом мире
,,גאָר דאָס געלט,,все деньги
,,אין גאָר דער שטוב,,во всём доме
,,גאָר ¹ 2. פּראָנ.,,всё в знач. сказ. (больше
,,דאָס איז גאָר,,это всё
,,אָדער גאָר אָדער גאָרנישט,,всё или ничего
,,גאָר ¹ 3. אדוו.,,"1. полностью, вполне,"
,,גאָ^ר יו^נג,,совсем молодой
,,גאָ^ר אַ גו^טע זאַ^ך,,весьма хорошая вещь
,,גאָ^ר הי^נטן,,далеко позади/на заднем
,,גאָר!,,вовсе нет!
,,"גאָ^ר־גאָ^ר, ביז גאָ^ר",,"чрезвычайно,"
,,וואָ^ס גאָר אין מיטן דערי^נעןЯ,,почему это
,,גאָר פרע^ך ווערן,,(ни с того ни с сего)
,,דו וויי^נסט גאָרЯ,,так ты плачешьЯ
,,וויי^סטו גאָר וואָ^סЯ,,а знаешь чтоЯ
,,"און ווי איז עס דיר גאָר געקומען אויפן שׂכל
",,[סייכל]!	и как это тебе пришло в голову!
,,אַזוי^ גאָרЯ,,"вот/вон (оно) что!,"
,,גאָר אַזוי^Я,,"развеЯ, неужелиЯ, правдаЯ;"
,,ע^סן וויל ער גאָר!,,"он хочет кушать,"
,,גאָר ² מ ־ן,,(ханукальный) волчок
,,גאָראָדאָוואָ^י מ ־עס,,ист. городовой
,,גאָראָדניטשע מ ־ס,,ист. городничий
,,גאַראַ^זש מ ־ן,,гараж
,,"גאָראַטשקע וו ־ס זען גראַטשקע
",,גאָראַלניע [не] וו ־ס זען גוראַלניע
,,גאַראַנטיע [тье] וו ־ס,,гарантия;
,,גאַראַנטיר׀ן (גאַראַנטי^רט),,гарантировать
,,גאַרב ¹ מ ־ן,,сноп
,,"גאַרב ² , גאָרב מ ־ן, ־עס זען האָרב
",,גאַרבאַרניע [не] וו ־ס זען גאַרבעריי
,,"גאַרבאַרניק מ ־עס זען גאַרבער
",,גאַרב׀ן (געגאַ^רבט)	дубить (кожу)
,,"גאַרבער מ =, ־ס (וו ־קע)",,кожевник
,,גאַרבעריי^ וו ־ען,,кожевенная мастерская;
,,גאָרגל מ ־ען (דימ. גערגל),,"горло, глотка;"
,,גאָרגל׀ען (געגאָרגלט),,полоскать горло
,,גאָרגלען זיך,,"1. драть горло, горланить"
,,גאָ^רגלקאָפּ מ ..קעפּ,,гортань анат.
,,גאָ^רגלקנאָפּ מ ..קנעפּ,,"адамово яблоко,"
,,גאָ^רגל־שניידער מ ־ס,,"убийца, головорез"
,,גאַרדי^ן מ ־ען,,гардина
,,גאַרדעראָ^ב מ ־ן,,гардероб
,,גאַרטל מ ־ען,,пояс
,,פאַרשטעק׀ן אק. אין גאַרטל,,заткнуть
,,גאַרטל׀ען (געגאַרטלט),,"опоясывать,"
,,"גאָרטן מ (מצ. גערטנער, ־ס, דימ. גע^רט(נד)ל)
",,сад; огород
,,פיר׀ן אַ גאָרטן,,заниматься
,,גאָ^רטנוואַרג ז,,"овощи, зелень"
,,גאָ^רטשיצע וו ־ס,,горчица
,,גאָרילע וו ־ס,,горилла
,,"גאָרלע וו ־ס זען האָרלע
",,"גאַרן ¹ מ	нити, пряжа"
,,גאַר׀ן ² (געגאַ^רט) נאָך,,стремиться к...;
,,גאָרן מ ־ס,,1. этаж
,,גאָרנאָסטיי^ מ ־ען,,горностай
,,גאָ^רנדיק א,,в несколько этажей
,,־גאָרנדיק,,..этажный
,,דריי^־גאָרנדיק,,трёхэтажный
,,גאַרניזאָ^ן מ ־ען,,гарнизон
,,גאַרניטו^ר וו ־ן,,"1. комплект, набор"
,,גאַרניטער מ ־ס,,1. костюм
,,גאָרנישט 1. אדוו.,,совсем/вовсе/ничуть/
,,ס'איז גאָרנישט שלעכט,,совсем неплохо
,,דו קענסט גאָרנישט שווימען!,,ты совсем
,,ווי קיין מאָל גאָרנישט,,как ни в чём
,,גאָרנישט!,,"ничего!, неважно!,"
,,גאָרנישט 2. פּראָנ.,,"ничего, ничто"
,,ס'האָט גארנישט ניט געהאָלפן,,ничто/
,,מאַכ׀ן צו גאָרנישט,,1) умалять;
,,מאַכ׀ן זיך גאָרנישט פון,,относиться
,,גאָרנישט 3. מ ־ן,,1. ничто
,,גאָ^רנישטיק א,,незначительный;
,,"גאָרנישט־שבנישט [־שעבעני^שט] 1. פּראָנ.
",,абсолютно ничего
,,"גאָרנישט־שבנישט [־שעבעני^שט] 2. מ
",,совершенно незначительный человек;
,,גאָרסעדל ז ־עך,,пояс (носимый
,,"גאָ^רסעווע׀ן (געגאָ^רסעוועט)
",,"декольтировать, обнажать шею, плечи"
,,"גאָרסעט, גאָרסע^ט מ ־ן",,корсет
,,גאַרע וו ־ס,,"желобок, канавка; борозд(к)а;"
,,גאַרעס מ,,гарус (род пряжи)
,,גאָ^רפינקל מ ־ען,,карбункул (камень)
,,גאָרקיך וו ־ן,,столовая (общественная);
,,"גאָרשט, גאָרשטש וו ־ן",,"горсть, пригоршня"
,,"גאָשטשינעץ מ ..נצעס זען גאָסטינעץ
",,גאַשעטקע וו ־ס	гашетка
,,גבאָות [גאבאָעס] ז,,1. должность старосты
,,"גבאי [גאבע] מ (מצ. גבאָים [גאבאָיִם])
",,1. староста синагоги
,,גבאיטע [גא^בעטע] וו ־ס,,1. жена старосты
,,גבול [גוווּל] מ ־ן,,"1. граница, грань;"
,,גבורה [גוווּרע] וו (מצ. גבורות),,"1. сила,"
,,ער האָט אַ שוואַרצע גבורה,,он обладает
,,"גבורהשאַפט [גוווּ^רעשאפט] וו זען גבורה
",,גביר [ג(ע)ווי^ר] מ ־ים	богач;
,,גבירהטע [גווי^רעטע] 1. וו ־ס,,жена богача;
,,"גביריש [ג(ע)וויריש] א (בלויז אטריב. פ.
",,גביריש׀ער [ג(ע)ווירישער]) 1. относящийся
,,גביריש [ג(ע)וויריש] 2. אדוו.,,"богато,"
,,גבי^רישאַפט [ג(ע)ווירעשאפט] וו,,"богатство,"
,,"גבית־עדות [גוויִעס־איי^דעס] מ ־ן
",,(свидетельское) показание;
,,אָ^פּ׀געב׀ן* אַ גבית־עדות,,давать
,,גבר [גוואר] מ ־ן,,"силач, богатырь;"
,,גבר־אַלים מ [גוואר־א^לים],,"1. силач,"
,,גדויל מ ־ן,,1. название определённого
,,"גדול [גאָדל] מ ־ים [גדוילים]
",,"1. знаменитость, выдающаяся личность"
,,"גדול־בישׂראל [גאָדל־בעיִסראָ^על] מ
",,знаменитость у евреев
,,גדולדיק [גאָ^דלדיק] א,,"гордый,"
,,גדולה [ג(ע)דולע] וו,,"1. величие, слава"
,,וואָס איז די גדולהЯ,,1) в чём причина
,,אַ גדולה אויף דער באָבען!,,нашёл чем
,,"גדול־הדור [גאָדל־האדאָ^ר] מ (מצ. גדולי־
",,[גדוילע־]) один из выдающихся
,,גדלות [גאדלעס] ז,,"гордость, высокомерие,"
,,גדלותדיק [גא^דלעסדיק] 1. א,,"горд(елив)ый,"
,,גדלותדיק [גא^דלעסדיק] 2. אדוו.,,"важно,"
,,"גדלן [גאדלען] מ ־ים [גאדלאָנים] (וו ־טע)
",,"высокомерный человек, гордец"
,,"גואווערנאַנטקע וו ־ס זען גוּווערנאַנטקע
",,"גואל [גויעל] מ ־ים [גוי^עלים, גויאלים]"
,,גואל־צדק [גויעל־צע^דעק],,евр. праведный
,,"גובערנאַטאָר מ ..אָ^רן (וו ..אָ^רשע)
",,губернатор
,,גובערנאַטאָריש א,,губернаторский
,,גובערניע [не] וו ־ס,,губерния
,,"גובר [גויווער] זיין (גובר געווע^ן)
",,"(пре)одолевать, осиливать,"
,,ניט גובר צו זיין,,непреодолимый
,,גוג־מגוג [גאָ^גמעגאָג] מ,,"великан, гигант,"
,,גוואַדזשע׀ן (געגוואַדזשעט),,шлёпать
,,גוואַלד 1. וו,,"насилие, принуждение"
,,מיט/איבער גוואַלד,,"силой, насильно,"
,,"גוואַלד 2. מ ־ן, ־עס",,крик о помощи;
,,מאַכ׀ן אַ גוואַלד,,"громко кричать, вопить"
,,שריי׀ען גוואַלד,,звать на помощь
,,כאָטש שריי גוואַלד,,хоть караул кричи
,,גוואַלד 3. אינט.,,"помогите!, караул!"
,,גוואַלד געשריגן!,,"батюшки!, боже (мой)!,"
,,גוואַלדאָוונע א,,"ирон. огромный,"
,,גוואַלדגלאָק מ ..גלעקער,,набатный
,,גוואַלדזאַך וו ־ן,,"насилие, акт насилия"
,,גוואַ^לדינקעס אינט.,,батюшки!
,,גוואַלדיק 1. א,,"огромный, громадный,"
,,גוואַלדיק 2. אדוו.,,"чрезвычайно, безмерно"
,,גוואַ^לדעווע׀ן (געגוואַ^לדעוועט),,"орать,"
,,גוואַלדריס מ ־ן,,"прореха, дыра"
,,"גוואַלט וו, מ ־ן זען גוואַלד
",,גוואַרדייעץ מ ..דייצעס	гвардеец
