Base,Romanized,Yiddish,Gloss,Definition
,,דאַר און קוואַר,,"исхудалый, истощённый;"
,,דאַר ברויט,,сухой хлеб
,,דאַרב׀ן (געדאַ^רבט),,"1. терпеть нужду,"
,,דאָרטיק א,,тамошний
,,דאָרטן אדוו.,,"там (в том месте, не здесь)"
,,דאַרמאָיעדניק מ ־עס (וו ..ניצע),,дармоед
,,דאַר׀ן (געדאַ^רט),,1. сохнуть
,,דער קאָפּ/מוח [מויעך] דאַרט דאט.,,кто-л.
,,דאָרן מ (מצ. דערנער),,"1. шип, колючка"
,,דאַ^רעניש ז ־ן,,худоба; истощение
,,"דאָרף ז (מצ. דערפער, דימ. דערפל)",,"деревня,"
,,אין אַ דאָרף,,в селе; в село
,,אין דאָרף,,"в селе, на селе, в сельской"
,,דאָרפיש א,,"сельский, деревенский"
,,דאַרפ׀ן* (ער דאַרף; געדאַ^רפט),,"1. должен,"
,,דו דאַרפסט אַ^רבעטן,,ты должен/обязан
,,זיי דאַרפן פּאַפּי^ר,,им нужна/требуется
,,צו וואָס דאַרף מען דאָסЯ,,для чего это
,,דאַרפן האָבן,,"нуждаться в...; надо,"
,,דאַרפן צו,,нужно к кому-л.
,,דו דאַרפסט צום דאָקטער,,тебе нужно
,,ווי עס דאַרף צו זיין,,как надо
,,וואָס דאַרפט איר מערЯ,,больше того; мало
,,ער דאַרף קומען,,1) он должен/обязан
,,דאָרפסמאַן מ ..סלייט,,сельский житель
,,דאָרשט מ,,жажда прям. и перен.
,,דאָרשטיק 1. א,,испытывающий жажду;
,,זיין* דאָרשטיק,,"хотеть пить, жаждать;"
,,דאָרשטיק 2. אדוו.,,жадно
,,מיך דאָרשט,,"я хочу пить, мне хочется"
,,l דאָרשט׀ן (געדאָ^רשט) נאָך,,жаждать
,,"דאַשיק מ (מצ. ־עס, דאַשקעס)",,козырёк
,,דברי־הימים [דיוורע־האיאָ^מים],,«ºнига
,,דברים [דוואָרים],,"«´варим» («Áлова»),"
,,דגים [דאָגים] מצ.,,рыбы; рыба собир.
,,ד''ה = דאָס הייסט,,т. е. (то есть)
,,דהיינו [דעהיינע] בינדוו.,,"(а) именно, как-то,"
,,"דו פּראָנ. (דאט. דיר, אק. דיך)",,ты
,,דובינע וו ־ס (דימ. דובינקע),,дубина
,,דובלטאָווע א,,двойной
,,דובליר׀ן (דובלי^רט) אק.,,дублировать
,,דובלע^ט מ ־ן,,дубликат; дублет
,,"דובעלירער מ =, ־ס",,ювелир
,,(מצ. דוברי־ [דאָוורע־]),,лжец
,,דו^דל־פויגל מ ..־פייגל,,удод
,,דודע וו ־ס (דימ. דודקע),,1. дудка; свирель
,,דוהע וו ־ס,,дуга (особ. часть упряжи)
,,דוואָריאַנין מ ־עס,,уст. дворянин
,,דוואָריאַנסקע א,,уст. дворянский
,,דוואָרניק מ ־עס,,дворник
,,דווקא [דאפקע] אדוו.,,"1. как раз, именно;"
,,ניט דווקא,,не обязательно
,,[שאבעס [,,забота о спасении жизни
,,דוחק [דויכעק] מ (אין),,"недостаток,"
,,איבער דוחק אין,,из-за недостатка/
,,דוחק זיין דעם קץ [קעץ],,пытаться
,,דוי^לע וו ־ס,,галка
,,דוי^ניצע וו ־ס,,подойник
,,דוּיע׀ן (געדוּיעט),,надувать губы;
,,דויער מ,,"продолжительность,"
,,דוך מ ־ן,,"дух, дыхание"
,,דוכאָוונ׀ער מ דעק.,,духовное лицо
,,דוכּס [דוקעס] מ ־ים [דוקסים],,"герцог, князь"
,,דוכּסה [דוקסע] וו (מצ. דוכּסות),,"герцогиня,"
,,דול א,,"помешанный, сумасшедший,"
,,מאַכ׀ן אק. דול און משוגע [מעשוגע],,сводить
,,דולד׀ן (געדו^לד(ע)ט),,"1. терпеть,"
,,דולהויז ז ..הייזער,,"дом умалишённых,"
,,דול׀ן (געדו^לט),,"мешать, докучать"
,,דולן דאט. אַ קאָפּ/מוח [מויעך],,утомлять
,,דו^לעניש ז ־ן,,"беспокойство,"
,,דומע וו ־ס,,дума (учреждение)
,,דומפּ א,,"глухой, приглушённый"
,,דונסט מ,,"пар, испарение; туман"
,,דונער מ ־ן,,гром
,,דו^נערדיק א,,громовой
,,דו^נער׀ן (געדונערט),,"греметь, грохотать"
,,ס'דונערט,,(гром) гремит
,,עס מעג דונערן און בליצן,,во что бы то ни
,,דוע^ט מ ־ן,,дуэт
,,דוע^ל מ ־ן,,дуэль; поединок
,,דועליר׀ן זיך (דועלי^רט זיך),,драться
,,דופט מ ־ן,,"аромат, (приятный) запах;"
,,דופטיק א,,"ароматный, душистый,"
,,דופט׀ן (געדו^פט),,(приятно) пахнуть;
,,דופע׀ן (געדופעט) אויף,,"надеяться,"
,,דוצ׀ן (געדו^צט),,обращаться к кому-л.
,,דוקאַ^ט מ ־ן,,дукат
,,דור [דאָר] מ ־ות [דוירעס],,1. поколение
,,פון דור צו דור,,из поколения
,,דער יונג׀ער דור,,молодое поколение/
,,די קו^מענדיקע דורות,,будущие
,,זינט/פון דור־דורות,,"(и)спокон веку,"
,,דור־המבול [דאָר־האמא^בל] מ,,библ.
,,דור־הפלגה [דאָר־האפלאָ^גע] מ,,библ.
,,דורותדיק [דוי^רעסדיק] א,,вечный; вековой;
,,דורך 1. פּרעפּ.,,"1. через, сквозь"
,,גיין דורכן וואַלד,,идти через лес
,,די שיין דרינגט אַריי^ן דורכן פאָרהאַנג,,свет
,,ווי דורך אַ נעפּל,,как сквозь туман
,,דו^רכ׀גיי׀ן דורך פייער און וואַסער,,пройти
,,אַריי^נ׀קריכ׀ן דורכן פענצטער,,влезть через
,,פאָרן קיין מאָסקווע דורך קיִעוו,,ехать
,,דורך די נעכט,,"по ночам; целые ночи,"
,,דורך אַ צופאַל,,благодаря случаю
,,דורכן טעלעפאָ^ן,,по телефону
,,ראַ^טעווען זיך דורך אַ נס [נעס],,спастись
,,דורך דעם,,этим/тем (самым)
,,דורך און דורך,,насквозь
,,דורך 3. קאָנוו.,,придаёт глаголу
,,דו^רכ׀בויער׀ן,,просверлить
,,דו^רכ׀ברעכ׀ן זיך,,пробиться
,,דו^רכ׀רייט׀ן,,"проехать верхом,"
,,דו^רכ׀קוק׀ן,,"просмотреть, (всё)"
,,דו^רכ׀הייצ׀ן,,(основательно) протопить
,,דו^רכ׀שלאָפ׀ן,,проспать (без перерыва)
,,דו^רכ׀אייל׀ן (דו^רכגעאיילט),,поспешно
,,דורכבראָך מ ־ן,,"пролом, отверстие;"
,,דורכברעכן זיך (דורך),,пробиваться
,,דורכגאַנג מ ־ען,,проход
,,דורכגאָס מ ־ן,,геогр. пролив
,,דורכגיין דורכן וואַלד,,пройти через лес
,,דורכגיין די גאַס,,пройти улицу
,,ניט דורכצוגיין,,"непроходимый,"
,,דורכגיין דעם קאָנטראָ^ל,,пройти
,,דער ווינטער איז שוין דורכגעגאַנגען,,зима
,,l דורכגיין זיך,,"прохаживаться,"
,,"דו^רכגייער מ =, ־ס",,прохожий
,,דו^רכגעגעס_ן א,,"проеденный, изъеденный"
,,מיט,,проникнутый чем-л.
,,דו^רכגעווייקט א,,"промокший,"
,,דו^רכגעפוילט א,,прогнивший прям.
,,דו^רכגעפרויר_ן א,,промёрзший
,,דו^רכדרינגלעך א,,пронизывающий
,,ניט דורכצודרינגען,,непроницаемый
,,דו^רכ׀האָב׀ן* (דו^רכגעהאַט),,(не в наст.
,,דו^רכ׀האַק׀ן (דו^רכגעהאַקט),,"прорубать,"
,,l דורכוואַרפן זיך,,мелькать (появляться
,,דו^רכ׀ווייע׀ן (דו^רכגעווייעט),,"веять,"
,,דו^רכ׀וועב׀ן (דו^רכגעוועבט),,вплетать
,,דורכוי^ס אדוו.,,"1. полностью, целиком,"
,,וואָלקנס,,небо целиком/сплошь покрыто
,,גלייבן דורכויס אַ^לעמען,,верить
,,דורכויס ניט,,"вовсе не, нисколько не"
,,דורכויסיק א,,сплошной; непрерывный
,,דורכזוך מ ־ן,,обыск
,,דו^רכ׀זיין* (איז דו^רכגעווען),,(не в наст.
,,דו^רכזיכטיק א,,прозрачный
,,דו^רכ׀זיפּ׀ן (דו^רכגעזיפּט),,просеивать
,,דורכ׀זע׀ן* (דו^רכגעזען),,осматривать
,,דורכזען זיך,,"просвечивать, сквозить"
,,דו^רזעעוודיק א,,прозрачный
,,דו^רכ׀טרייב׀ן (דו^רכגעטריבן),,прогонять
,,דו^רכ׀יאָג׀ן (דו^רכגעיאָגט),,прогонять
,,דורכיאָגן זיך,,"(быстро) пробегать,"
,,דורכלאָז מ ־ן,,пропуск; опущение;
,,דו^רכ׀לייכט׀ן (דו^רכגעלייכט),,"светиться,"
,,דו^רכ׀לייענ׀ען (דו^רכגעלייענט),,читать
,,דו^רכ׀לעב׀ן (דו^רכגעלעבט),,1. проживать/
,,l דורכלעבן זיך,,просуществовать
,,דו^רכ׀מאַכ׀ן (דו^רכגעמאַכט),,проходить
,,דורכמאַכן אַ קורס פון ייִדיש,,пройти курс
,,l דורכמישן זיך,,мелькать (появляться
,,דו^רכ׀נעמ׀ען (דו^רכגענומען),,пронимать
,,דו^רכנעמענדיק א,,пронизывающий
,,דו^רכ׀סיליע׀ן (דו^רכגעסיליעט),,продевать
,,דורכפאַל מ ־ן,,1. неудача; провал; срыв;
,,דו^רכ׀פאַל׀ן (איז דו^רכגעפאַלן),,терпеть
,,דורכפאַלן ביים עקזאַמען,,провалиться/
,,דורכפאָר מ ־ן,,проезд
,,דו^רכ׀פאָר׀ן (איז דו^רכגעפאָרן),,проезжать
,,דורכפאָרן זיך,,проезжаться (для
,,"דו^רכפאָרער מ =, ־ס (וו ־ין)",,проезжий
,,דו^רכ׀פיל׀ן (דו^רכגעפילט),,прочувствовать;
,,דו^רכפירלעך א,,осуществимый
,,דו^רכ׀פיר׀ן (דו^רכגעפירט),,"1. проводить,"
,,דורכפירן אין לעבן,,проводить в жизнь
,,"דו^רכפירער מ =, ־ס",,проводник физ.
,,דו^רכ׀ציִ׀ען (דו^רכגעצויגן),,"1. тянуть,"
,,דורכקוק מ ־ן,,"осмотр, проверка"
,,l דורכקוקן דורך,,смотреть/глядеть сквозь
,,דו^רכגעקריגן זיך) (דורך),,пробираться
,,דו^רכ׀רייב׀ן (דו^רכגעריבן),,протирать
,,דורכרייבן זיך,,тж. перен. набираться
,,דורכרייס מ ־ן,,прорыв
,,דורכשטאָך מ ־ן,,прокол
,,דו^רכ׀שטודיר׀ן (דו^רכשטודירט),,(глубоко)
,,דורכשטופּן די צייט,,убивать/коротать
,,דורכשלאָגן זיך (דורך),,"1) пробиваться,"
