unique	NE
דריסוועט	LOC
דריסװיאַט	LOC
דריסע	LOC
דרעביטשינע	LOC
דרעהיװ 	LOC
דרעזדין	LOC
דרעזדן	LOC
דרעזין	LOC
דרעזן	LOC
דרעזניטץ	LOC
דרעזניץ	LOC
דרעזניץ 	LOC
דרעטשין	LOC
דרעטשן 	LOC
דרעסטן	LOC
דרשבארג	LOC
דרשקווע	LOC
דשיגאגע	LOC
ה' באבא	LOC
ה' באגאש	LOC
ה' בעסערמין	LOC
ה' דאראג	LOC
ה' האדהאז	LOC
ה' היטען	LOC
ה' וואשארהעלי	LOC
ה' זשאדאני	LOC
ה' טעגלאש	LOC
ה' טערעניע	LOC
ה' טשאבא	LOC
ה' לאפאש	LOC
ה' מאד	LOC
ה' מאדא	LOC
ה' מאדע	LOC
ה' מעזע	LOC
ה' נאנאש	LOC
ה' נעמעטי	LOC
ה' סאבאסלא	LOC
ה' סאוואט	LOC
ה' פאפי	LOC
ה' שאמשאן	LOC
"ה""ב"	LOC
"ה""מ וואשארהעלי"	LOC
האאג	LOC
האבאקען	LOC
האבידיווקי	LOC
האבסהיים	LOC
האבער	LOC
האבערן	LOC
האברן	LOC
האג	LOC
האגנבאך	LOC
האגנויא	LOC
האגנטאל	LOC
האגענוי	LOC
האדאד	LOC
האדאך	LOC
האָדאָנין	LOC
האדאס	LOC
האַדאַס 	LOC
האָדאַס	LOC
האדהאז	LOC
האָדהאַז	LOC
האדי	LOC
האָדי	LOC
האדיאג	LOC
האדיאגע	LOC
האדיוס	LOC
האדיטש	LOC
האַדיטש 	LOC
האָדימאטפאָלװאָ	LOC
האָדימאַש	LOC
האדימאשלאפאש	LOC
האָדימאַשלאַפּאָש	LOC
האדימאש לאפוש	LOC
האַדינקאָװצע	LOC
האדמאש לאפאש	LOC
האדמעזעוואשארהעלי	LOC
האָדמעזעװאַשאַרהעלי	LOC
האדנא	LOC
האדעס	LOC
האהעבאך	LOC
האָהעבאַך	LOC
האָהענױ	LOC
האהענזאלמס	LOC
האָהענזאָלמס	LOC
האהענעמס	LOC
האָהענעמס	LOC
האהענשטאט	LOC
האָהענשטאַט	LOC
האוואטא	LOC
האוואטי	LOC
האוואטיא	LOC
האוואשמעזע	LOC
האוועלבערג	LOC
האויבשוב	LOC
האװאטא	LOC
האװאש	LOC
האװאשמעזע	LOC
האַװעלבערג	LOC
האזאד	LOC
האזין פוט	LOC
האזיעװ	LOC
האזמינא	LOC
האזנפאט	LOC
האַזנפאַט	LOC
האזנפוט	LOC
האָזנפּוט	LOC
האזענפוט	LOC
האזשין	LOC
האַזשין	LOC
האזשלין	LOC
האַזשלין	LOC
האטהאז	LOC
האטהארז	LOC
האטוואן	LOC
האָטװאָן	LOC
האטימסק	LOC
האַטנע 	LOC
האטסיג	LOC
האטסעג	LOC
האַטסעג	LOC
האטעלעף	LOC
האטען	LOC
האַטען	LOC
האָטען	LOC
האטקױץ	LOC
האטש	LOC
האטשטאט	LOC
האַטשטאַט	LOC
האידובאגאש	LOC
האָידובאָגאָש	LOC
האידובעסערמין	LOC
האָידובעסערמין	LOC
האידודאראג	LOC
האָידודאָראָג	LOC
האידוהאדהאז	LOC
האָידוהאָדהאַז	LOC
האידוטעגלאש	LOC
האָידוטעגלאש	LOC
האָידונאַנאַש	LOC
האידוסאבאסלא	LOC
האידוסאָבאָסלאָ	LOC
האידוסאוואט	LOC
האידוסאָװאַט	LOC
האידושאמשאן	LOC
האָידושאַמשאָן	LOC
האכבערג	LOC
האָכבערג	LOC
האָכהױזן	LOC
האכיצק	LOC
האכשטאנטא	LOC
האל	LOC
האָל	LOC
האלאבאקע	LOC
האַלאָבאָקע	LOC
האלאבינע	LOC
האָלאָבינע	LOC
האַלאדיװקע	LOC
האלאוואנעווסק	LOC
האָלאַטין 	LOC
האָלאָטין	LOC
האלאנד	LOC
האָלאַנד	LOC
האלאס	LOC
האלאַס	LOC
האלאָס	LOC
האָלאַס	LOC
האָלאַס 	LOC
האלא פרישטאן	LOC
האלאש	LOC
האַלאַש	LOC
האלאשיץ	LOC
האלבערשטאדט	LOC
האלבערשטאט	LOC
האַלבערשטאַט	LOC
האלברשטאט	LOC
האלברשטט	LOC
האלהאוועץ	LOC
האלובאקי	LOC
האלוביטש	LOC
האלוואניסק	LOC
האלוסקעס	LOC
האלוק	LOC
האלזדארף	LOC
האלי	LOC
האליאגמאס	LOC
האליבאקא	LOC
האַליביטש	LOC
האליבינע	LOC
האליגאוויץ	LOC
האַליגאָװיץ	LOC
האליוויניסק	LOC
האליטש	LOC
האָליטש	LOC
האלינקע	LOC
האַלינקע	LOC
האליעװ	LOC
האליפאקס	LOC
האליץ	LOC
האלישוי	LOC
האָלישױ	LOC
האלישטאבע	LOC
האלישיץ	LOC
האָלישיץ	LOC
האללאנד	LOC
האללאס	LOC
האללאש	LOC
האלליטש	LOC
האללע	LOC
האללעשוי	LOC
האללעשויא	LOC
האלמאשד	LOC
האַלמאַשד	LOC
האלמיי	LOC
האלמיליטש	LOC
האלמין	LOC
האַלמין	LOC
האָלמין 	LOC
האָלמײַ	LOC
האלנע	LOC
האלנעשוי	LOC
האלסדארף	LOC
האַלסדאָרף	LOC
"האלע א""ד זאלע"	LOC
"האַלע א""ד זאַלע"	LOC
האלעס	LOC
האלעשיץ	LOC
האָלעשניץ	LOC
האלצמינדן	LOC
האָלצמינדן	LOC
האָלצנשטײן	LOC
האלצענשטיין	LOC
האלשין	LOC
האלשיץ	LOC
האָלשיץ	LOC
האם	LOC
האַם	LOC
האמאנא	LOC
האָמאָנאָראָקיטאָ	LOC
האמאננע	LOC
האמאק	LOC
האָמאָק	LOC
האמאקטערעניע	LOC
האָמאָקטערעניע	LOC
האמאר	LOC
האַמאָר	LOC
האַמאָר 	LOC
האמאראדאלמאש	LOC
האָמאָראָדאָלמאָש	LOC
האָמאָראָדאָקלאַנד	LOC
האָמאָראָדלעװעטע	LOC
האמאראדסענטמארטאן	LOC
האָמאָראָדסענטמאָרטאָן	LOC
האמארוד	LOC
האָמאָרוד	LOC
האמבורג	LOC
האַמבורג	LOC
האַמבורג־אַלטאָנע	LOC
"האָמבורג א""ד פּפאַלץ"	LOC
"האמבורג א""ר פפאלץ"	LOC
האמבורגאלטאנע	LOC
האמבורג אלטאנע	LOC
"האמבורג פ""ד העהע"	LOC
"האָמבורג  פ""ד העהע"	LOC
האַמבראָ	LOC
האַמװאַ	LOC
האמי'	LOC
האמילטאן	LOC
האמל	LOC
האָמל	LOC
האָמל	LOC
האמלאץ	LOC
האמלבורג	LOC
האַמלבורג	LOC
האמליע	LOC
האָמליע 	LOC
האמלע	LOC
האמסטעד	LOC
האַמספאָרד	LOC
האמעל	LOC
האמערנא	LOC
האמפאליץ	LOC
האמראגד	LOC
האָמראָד	LOC
האמראט	LOC
האָמראָנד	LOC
האנאבער	LOC
האנאווער	LOC
האנאווער מינדן	LOC
האַנאָװער	LOC
האַנאָװער־מינדן	LOC
האנאט	LOC
האנאפער	LOC
האנאשאוויטץ	LOC
האנאשאוויץ	LOC
האנאשעוויטץ	LOC
האנאשפאלו	LOC
האנגאטש	LOC
האָנגאַטש	LOC
האנגאני	LOC
האַנגאָני	LOC
האנווע	LOC
האנוי	LOC
האנויא	LOC
האנושאוויץ	LOC
האַנושישאָק 	LOC
האַנושפאָלװאָ	LOC
האַנװע	LOC
האַנױ	LOC
האנטשעשט	LOC
האניאד	LOC
האניאט	LOC
האניוואץ	LOC
האניסקע	LOC
האַניסקע	LOC
האנישיוויץ	LOC
האנצויצ'ה	LOC
האנצעוויטש	LOC
האַנצעװיטש	LOC
האַנצעװיטש 	LOC
האנשאוויטץ	LOC
האנשאוויץ	LOC
האַנשאָװיץ	LOC
האנשוויטץ	LOC
האנשוויץ	LOC
האַנשװיץ 	LOC
האנשעוויטץ	LOC
האסאהעטעני	LOC
האָסאהעטעני	LOC
האסאמעזע	LOC
האָסאַמעזע	LOC
האסאסא	LOC
האָסאסאָ	LOC
האסאפאלו	LOC
האָסאפאָלו	LOC
האסואסא	LOC
האָסטאָװיץ	LOC
האסטאן	LOC
האסטוי	LOC
האסטויא	LOC
האסטון	LOC
האָסטױ	LOC
האסלאך	LOC
האספורט	LOC
האַספורט	LOC
האַסקאָװאָ	LOC
האפגייסמאר	LOC
האָפגייסמאַר	LOC
האץ	LOC
האצ׳פלאץ	LOC
האצבאך	LOC
האַצבאַך	LOC
האציליס	LOC
האציפלאץ	LOC
האצענפלאטץ	LOC
האצעפלאץ	LOC
האָצעפּלאָץ	LOC
האָצעפּלאָץ 	LOC
האקליװע	LOC
הארא	LOC
האָראַ	LOC
האראבאניץ	LOC
האראבניטץ	LOC
האראדאק	LOC
האָראָדאָק	LOC
האָראָדאָק 	LOC
האראדזשיי	LOC
האָראָדזשיי	LOC
האראדיי	LOC
האראדישטש	LOC
האָראָדישטש	LOC
האָראָדישטש 	LOC
האראדישץ	LOC
האראדלא	LOC
האראדלע	LOC
האָראָדלע	LOC
האראדניא	LOC
האָראָדניאַ	LOC
האָראָדניטשען 	LOC
האראדניע	LOC
האָראָדניע 	LOC
האראדניצא	LOC
האראדניצע	LOC
האָראָדניצע	LOC
האראדנע	LOC
האַראָדנע	LOC
האראדענקע	LOC
האָראָדענקע	LOC
האראדעץ	LOC
האָראָדעץ	LOC
האָראָדעץ 	LOC
האָראָװיץ	LOC
האראל	LOC
האָראָל	LOC
האַראַסטאַש	LOC
האראסטקוב	LOC
האראסעדל	LOC
האָראָסעדל	LOC
האראשקע	LOC
הארב	LOC
הארבאוני	LOC
הארבאָקראדװאני	LOC
הארבוטאוויצע	LOC
האַרבוטאָװיצע	LOC
הארבורג	LOC
האַרבורג	LOC
האָרבורג	LOC
הארבורג אין רעזאטקרייז	LOC
האַרבורג אין רעזאַטקרײַז	LOC
הארגיע	LOC
הארדא	LOC
הארדאק	LOC
הארדאש	LOC
הארדניצא	LOC
הארדענקא	LOC
הארדק	LOC
הארהאט	LOC
האָרהאַט	LOC
הארהיי	LOC
האַרהיי	LOC
הארהייא	LOC
הארוואל	LOC
האָרװאַט	LOC
האָרװאַל 	LOC
האָרזשיץ 	LOC
הארחאב	LOC
הארחוב	LOC
הארחיב	LOC
הארטפארד	LOC
האָרי 	LOC
האריבשוב	LOC
הארידאק	LOC
הארידענקא	LOC
הארין	LOC
הארינטש	LOC
האַרינטש	LOC
האריסבורג	LOC
האריע	LOC
האָריע	LOC
האריצקע	LOC
הארישאר	LOC
הארישע	LOC
האָרישעװ	LOC
הארישקאווקע	LOC
האָרישקאָװקע 	LOC
הארכאוו	LOC
האָרכאָװ	LOC
הארלאי	LOC
הארלוי	LOC
האַרלוי	LOC
האַרלױ	LOC
הארלינגן	LOC
הארמאנוביצ'ה	LOC
האַרמאַץ	LOC
האַרמאָר	LOC
האַרמאָשאג	LOC
הארמאשפאטאק	LOC
האַרמאָשפּאָטאָק	LOC
הארנא	LOC
הארנאסטאפאל	LOC
האַרנאָסטאָפּאָל	LOC
הארנבורג	LOC
האָרנבורג	LOC
הארני	LOC
האָרניאָ	LOC
הארני טשעפען	LOC
האָרני טשעפּען	LOC
הארניטשעשט	LOC
הארניס	LOC
הארנסטייפל	LOC
הארנע	LOC
הארעד	LOC
הארעדאק	LOC
הארעדישטש	LOC
האָרעדישטש 	LOC
הארעדניצי'	LOC
האַרעניטש 	LOC
הארעס	LOC
הארצא	LOC
האָרקא	LOC
האָרקאַ	LOC
האָרקאַטש	LOC
הארקה	LOC
האָרקי	LOC
האָרקע	LOC
האָרקע 	LOC
הארשאן	LOC
האָרשאַן	LOC
הארשיטץ	LOC
הארשינאמעס	LOC
הארשיץ	LOC
האָרשיץ	LOC
הארשיקיס	LOC
הארשענץ	LOC
הארשעפניק	LOC
האָרשעפּניק	LOC
הארשפאלווא	LOC
האַרשפאָלװאָ	LOC
האשוויץ	LOC
האשט	LOC
האָשט	LOC
האָשט 	LOC
האשיב	LOC
האשיף	LOC
האשעוו	LOC
האָשעװ	LOC
הגן	LOC
הגר	LOC
הדיג'ת	LOC
הדיגת	LOC
הדיום	LOC
הדיוס	LOC
"הו""א"	LOC
הואש	LOC
הובאָ	LOC
הובאַך	LOC
הובנוב	LOC
הובניב	LOC
הובניוו	LOC
הובניק	LOC
הודוצ'ישקי	LOC
הודיאי	LOC
הוועדאן	LOC
הוטא	LOC
הוטאָװע	LOC
הוטע	LOC
הויזבערגע	LOC
הויזן	LOC
הויכע עמס	LOC
הויכשטאדט	LOC
הוכין עמס	LOC
הולאיעפאל	LOC
הולאפאליע	LOC
הולובודי	LOC
הולובי	LOC
הולוביצ'ה	LOC
הולטשין	LOC
הולי 	LOC
הוליאטין	LOC
הולייפאליע	LOC
הולין	LOC
הולינקה	LOC
הולישטאבע	LOC
הולײַפּאָליע 	LOC
הולל	LOC
הוללאנד	LOC
הולשאני	LOC
הומאן	LOC
הומאנא	LOC
הומבורג	LOC
הומבורג פאר דער העה	LOC
הומליא	LOC
הומנא	LOC
הומנע	LOC
הומען	LOC
הומען 	LOC
הומענע	LOC
הומפאלליטץ	LOC
הומפאלליץ	LOC
הומפאלץ	LOC
הוניאד	LOC
הוניאַד	LOC
הוניאָד	LOC
הוניין	LOC
הונסדארף	LOC
הונסדאָרף	LOC
הוסאטין	LOC
הוסאפעשט	LOC
הוסאקאב	LOC
הוסאקוב	LOC
הוסאקעוו	LOC
הוסאַקעװ	LOC
הוסט	LOC
הוסיאטין	LOC
הוסיאַטין	LOC
הוסיאטן	LOC
הוסיקאוו	LOC
הוסעפארע	LOC
הועדין	LOC
הוקליווא	LOC
הוראדאק	LOC
הוראדלע	LOC
הוראדנא	LOC
הוראדני	LOC
הוראדניא	LOC
הוראדנע	LOC
הורבשוב	LOC
הורדאק	LOC
הורדנא	LOC
הורובשוב	LOC
הורודוק	LOC
הורודנה	LOC
הורודניצה	LOC
הורוואטה אצל טאלשאווא	LOC
הורוכוב	LOC
הורװיץ	LOC
הורחוב	LOC
הורחיב	LOC
הורימלוב	LOC
הורינגרוד קריפה	LOC
הורינייץ	LOC
הורסיק	LOC
הורעדאק	LOC
הוש	LOC
הושאטין	LOC
הושצ'א	LOC
הושקאב	LOC
הױזבערגע	LOC
הױזן	LOC
היבנוב	LOC
היבניב	LOC
היבנעוו	LOC
היבנעװ	LOC
הידאלמאש	LOC
הידאל - מאש	LOC
הידאש	LOC
הידאָש	LOC
הידאשנעמעטי	LOC
הידאָשנעמעטי	LOC
הידוועגארדא	LOC
הידװעג	LOC
הידװעגאָרדע	LOC
הידישעװ	LOC
היוונעוו	LOC
היװאטאל	LOC
היװנעװ 	LOC
היטטען	LOC
היטין	LOC
היטיסקא	LOC
היטנבאך	LOC
היטנבאַך	LOC
היטע 	LOC
היטשאָװע	LOC
הייגערסטאן	LOC
היידונאנאש	LOC
היידוצישאק	LOC
היידינגספעלד	LOC
היידלבערג	LOC
היידנדארף	LOC
היידנהיים	LOC
הייווערהיל	LOC
היילברון	LOC
היילסבערג	LOC
היין	LOC
היינאווקע	LOC
היינובקע	LOC
היינוי	LOC
היינסבערג	LOC
היינסדארף	LOC
היינסדאָרף	LOC
היינספארט	LOC
היינספורט	LOC
היינריכסווייט	LOC
היינשטאט	LOC
הייסין	LOC
הייצפעלד	LOC
היכבערג	LOC
הילדבורגהױזן	LOC
הילדבורנהויזן	LOC
הילדיסהיים	LOC
הילדיסום	LOC
הילדסהיים	LOC
הילדסום	LOC
הילדעסהיים	LOC
הילדעסהײם	LOC
הילווערסהיים	LOC
הילושה מלה	LOC
הילװערסהיים	LOC
הילינע	LOC
היליעװ	LOC
הילעװסקי	LOC
הימני	LOC
הימנע	LOC
הימע	LOC
הימענע	LOC
הימענעוו	LOC
הימענעװ	LOC
הינוער	LOC
הינטשעסט	LOC
הינטשעשט	LOC
היניצע	LOC
הינסדארף	LOC
הינסדאָרף	LOC
הינפעלד	LOC
הינקעװיץ	LOC
היסנע	LOC
היסקאב	LOC
היעם	LOC
היקאן	LOC
היקיס	LOC
היקעל 	LOC
היראָלמאַש	LOC
הירבן	LOC
הירש	LOC
הירשבערג	LOC
הירשייד	LOC
הירשײַד	LOC
הישלאװע	LOC
הײַדוצישאָק	LOC
הײַדוצישאָק	LOC
הײַדוצישאָק 	LOC
הײדינגספעלד	LOC
הײַדיק 	LOC
הײדלבערג	LOC
הײדנדאָרף	LOC
הײַװאָראָן 	LOC
הײלסבערג	LOC
הײַנאָװקע	LOC
הײַנױ	LOC
הײַנספאַרט	LOC
הײנריכס	LOC
הײנריכסװייט	LOC
הײַנשטאַט	LOC
הײַסין	LOC
הײַסין 	LOC
הײצפעלד	LOC
הײַשין 	LOC
הלא	LOC
הלאבאקי	LOC
הלאבאקע	LOC
הלאָהאָװעץ	LOC
הלאנדייא	LOC
הלבצ'אני	LOC
הלברשטאט	LOC
הלברשטט	LOC
הלברשטם	LOC
הלובאקא	LOC
הלובאקי	LOC
הלובא קע	LOC
הלובינע 	LOC
הלוהאוועץ	LOC
הלוהועץ	LOC
הלוכאוו	LOC
הלוכאָװ	LOC
הלוסק	LOC
הלוסק 	LOC
הלוסקעװיטש	LOC
הליבאקא	LOC
הליבאָקע 	LOC
הליניץ	LOC
הליניץ 	LOC
הליניק	LOC
הללאש	LOC
הללה	LOC
הלעבאָקע 	LOC
המבורג	LOC
הנובר	LOC
הנופר	LOC
הניזדיצ'וב	LOC
הניין	LOC
הנילע	LOC
העבאבא	LOC
העגיש	LOC
העגנהיים	LOC
העגנהײם	LOC
העדי	LOC
העדיאליאמאד	LOC
העדימעג	LOC
העדיעס	LOC
העדיעס 	LOC
העדערנהיים	LOC
העדערפאיא	LOC
העדרנהיים	LOC
העוויז	LOC
העוועש	LOC
העװיז	LOC
העװעש	LOC
העװעש 	LOC
העט	LOC
העטביק	LOC
העטהארש	LOC
העטהאַרש	LOC
העטעװע	LOC
העטעניע	LOC
העיעבאבא	LOC
העיעבאַבאָ	LOC
העיעטשאבא	LOC
העיִעטשאָבאָ	LOC
העיעפאפי	LOC
העיעפּאָפּי	LOC
העיר החדשה	LOC
העכבערג	LOC
העכי	LOC
העכים	LOC
העכינגען	LOC
העכסט	LOC
העלבין	LOC
העליטש	LOC
העלימער	LOC
העלישוי	LOC
העלישויא	LOC
העלישטאבא	LOC
העלישטאבע	LOC
העלישטשאווע	LOC
העלישש	LOC
העללישויא	LOC
העללעשויא	LOC
העלמיאזעוו	LOC
העלמיאַזעװ	LOC
העלמין	LOC
העלמיץ	LOC
העלמיץ 	LOC
העלמענץ	LOC
העלמעץ	LOC
העלסינגפארס	LOC
העלסינגפאָרס	LOC
העלעם	LOC
העלעשױ 	LOC
הענא	LOC
העניגסבערג	LOC
הענצאוויץ	LOC
הענשױ	LOC
העסדארף	LOC
העסדאָרף	LOC
העעשפאלווא	LOC
העפנהיים	LOC
העפּנהיים	LOC
העצע	LOC
העקארע	LOC
העקפארט	LOC
הערבא	LOC
הערבארן	LOC
הערבאָרן	LOC
הערבה	LOC
הערטניק	LOC
הערינטש 	LOC
הערינע	LOC
הערינשע	LOC
העריפע	LOC
הערלוב	LOC
הערלוי	LOC
הערלויא	LOC
הערלױ 	LOC
הערלי	LOC
הערליסהיים	LOC
הערלע 	LOC
הערמאנאוויץ	LOC
הערמאנאווצע	LOC
הערמאַנאָװיץ	LOC
הערמאַנאָװצע	LOC
הערמאנשטאדט	LOC
הערמאנשטאט	LOC
הערמאַנשטאַט	LOC
הערמאַנשטאַט 	LOC
הערנאַדטשאַני	LOC
הערנאדנעמעט	LOC
הערנאַדנעמעט	LOC
הערנארטשאני	LOC
הערעבליע	LOC
הערעד	LOC
הערעפען	LOC
הערץ	LOC
הערצעגאָװינע	LOC
הערצעגקוט	LOC
הערקהיים	LOC
הערקהיים אם בערג	LOC
הערשבערג	LOC
הערשפעלד	LOC
הראבאוויץ	LOC
הראָבאָװיץ	LOC
הראבאניץ	LOC
הראביניץ	LOC
הראַביניץ	LOC
הראבניטץ	LOC
הראָבעץ	LOC
הראדאק	LOC
הראָדזיאַנקע 	LOC
הראדיק	LOC
הראדני	LOC
הראדעק	LOC
הראָזעװ 	LOC
הרבשוב	LOC
הרדאק	LOC
הרוביישוב	LOC
הרוביעשאוו	LOC
הרובישעוו	LOC
הרובשוב	LOC
הרודעק	LOC
הרומלוב	LOC
הריביוויץ	LOC
הריבעװיץ 	LOC
הריבשוב	LOC
הרידאק	LOC
הריטשינע 	LOC
הרימאלאב	LOC
הרימלאב	LOC
הרימלוב	LOC
הריציב	LOC
הרישאב	LOC
הרישוב	LOC
הרישוף	LOC
הרישיף	LOC
הרישעוו	LOC
הרישעװ 	LOC
הרישעף	LOC
הרעבינאוו	LOC
הרעבינעוו	LOC
הרעבלע 	LOC
הרעדיש	LOC
הרעסק 	LOC
הרצה	LOC
הרשוי	LOC
"ו""ו"	LOC
ואחמיי סטראווקא	LOC
ואטצע	LOC
ואכמיסטריווקא	LOC
ואלקינינקי	LOC
ואנזיבעק	LOC
ואסילקוב	LOC
ואסילקובצה	LOC
ואץ	LOC
ואקאניץ	LOC
וארנז	LOC
וארקוביצ'ה	LOC
ודאמסק	LOC
ודוביצה	LOC
והראן	LOC
וו. ווא.	LOC
וו' הוניאד	LOC
וו' לאז	LOC
וו' מיקאלא	LOC
וו' מעדיער	LOC
וו' נאמין	LOC
וו' נעמעני	LOC
וו' סט' איוואני	LOC
וו' פערטש	LOC
"וו""ב"	LOC
"וו""ד קטן"	LOC
"וו""ה"	LOC
ווא.	LOC
וואבאלניק	LOC
וואַבאָלניק	LOC
וואבלאה	LOC
וואבלינק	LOC
וואג אויהעל	LOC
וואגאש	LOC
וואג ניא שטאדטעל	LOC
וואגניישטאדטיל	LOC
וואגסערעד	LOC
וואגשעלי	LOC
וואגשעליע	LOC
וואד	LOC
וואדאוויטץ	LOC
וואדאווירצע	LOC
וואדאווסקי וואלע	LOC
וואדזאן	LOC
וואדזיסלאב	LOC
וואדיאן	LOC
וואדיוויטץ	LOC
וואדייאן	LOC
וואדיסלאוו	LOC
וואדיסלוב	LOC
וואדיסלעוו	LOC
וואדנע	LOC
וואדעוויץ	LOC
וואדעסליב	LOC
וואד ראשקוב	LOC
וואהין	LOC
וואהלויץ	LOC
וואהלין	LOC
וואהנאלוב	LOC
וואהנילאב	LOC
וואהנילאוו	LOC
וואהראנע	LOC
וואהרט	LOC
וואהרין	LOC
וואולקאן	LOC
וואונסאקעט	LOC
וואוסטער	LOC
וואזנעסענסק	LOC
וואט	LOC
וואטא	LOC
וואטבורג	LOC
וואטבערג	LOC
וואטיץ	LOC
וואטערפארד	LOC
וואטצען	LOC
וואטקע	LOC
וואיא	LOC
וואיאן	LOC
וואיאר	LOC
וואידאהוניאד	LOC
וואידאסעג	LOC
וואידאסענטאיוואני	LOC
וואידאקאמאראש	LOC
וואידיסלאוו	LOC
